Player,embedding
Dryden Hunt,"[0.11229182643412222,0.13145785020906092,0.12273280236605873,0.1483659569210763,0.09794591570741026,0.08838751396919403,0.11990998675328433,0.1483245251357356,0.10947559923437412,0.0974148855488605,0.10851176989750734,0.101818563652484,0.0901735288391665,0.1298120603482036,0.06798379789320717,0.16064864918500021,0.1412077452712893,0.036448282491804034,0.17396204021424436,0.11754924368384807,0.1339295161983272,0.09749950875797064,0.14987452920261035,0.15207915641105355,0.1420815353270237,0.09257272226539029,0.06426786425545318,0.1638663282263718,0.09870551833966922,0.12612820901042085,0.11780480981031677,0.09214342376002344,0.15464048423643667,0.14545589520862787,0.18167269959578242,0.10066510201790034,0.13598564843680955,0.08932864658352166,0.10605967872853675,0.14708253133144175,0.09891478441432244,0.12986591088092503,0.1179140691495743,0.11985743442373319,0.12215931217097416,0.10486202816934458,0.09893668907728582,0.1550957347333782,0.09601563720236785,0.1489908478931088,0.14715016316975474,0.07096584973346236,0.10319323804840584,0.11471273069252434,0.1511815784739853,0.0962979613646582,0.16207245911698562,0.09557819580320093,0.15313789113055645,0.1865091070277167,0.13332853678277504,0.08368318377170866,0.17520753091614485,0.0931398521527662]"
Warren Foegele,"[0.11226292712720015,0.13157157366753652,0.12293935604284084,0.14857187215301826,0.09781973233177964,0.0880766632581429,0.11966516388002205,0.14821960671620796,0.10926445454822811,0.09732180921085724,0.10810818615528307,0.10179693563378032,0.09001197391690592,0.1294616986689203,0.06787628824065785,0.16089613178485124,0.14147236047933073,0.03625590605774817,0.17441493762272584,0.11778896237040011,0.13429068226245866,0.09702716419217329,0.1496916178607443,0.1523184954743455,0.14227707467760536,0.0921934961258557,0.0640984998850178,0.16391896992180688,0.09857371859447342,0.12645206690128974,0.11742778108863035,0.09248850371956259,0.15458777059718357,0.14572587792000583,0.18194365868033396,0.10047726619718586,0.1357157374177489,0.08907869605562903,0.1058201538481774,0.1473796522532536,0.09890624860800333,0.12969463143086515,0.11784163054885949,0.11974272638673464,0.12203275196961769,0.10503676913033051,0.09846260711451413,0.15554519153182708,0.09555571183808288,0.14919699239190448,0.14689836538191223,0.07063974889401368,0.10326043378756032,0.11466047897765276,0.15100502704032864,0.0960098777381383,0.16192702991951524,0.09512375810069479,0.1530900744241913,0.1868545145159833,0.13364509634897043,0.08339302221459449,0.17574990409286695,0.09302720633491104]"
Sammy Blais,"[0.11226144162700735,0.13158727124382247,0.12294443821690619,0.14858514335197143,0.09782003971053316,0.08807118273004458,0.11965486952439978,0.14820784055995082,0.10926005535790607,0.09732221746668433,0.10808556211471533,0.10180460913596126,0.09000750507004643,0.12946149953423766,0.06787302025530907,0.16089641193287973,0.1414948704765595,0.03625876326357061,0.1744354524607802,0.11780343420393147,0.1343144092875637,0.09701146269821798,0.1496807809077192,0.15233659518804846,0.14228519918940963,0.09218275295866811,0.06409538683224666,0.16390256576484905,0.09858685491881136,0.12645959509423815,0.11740153529350192,0.09250164950531839,0.15457802666491555,0.14574080289716815,0.18195398182686556,0.10048259828763718,0.13569430975432298,0.08907334112983196,0.10581633694257367,0.1473871962321099,0.0989032733130882,0.1296672470996725,0.11782852941172078,0.11974107167488084,0.12203077961885217,0.10504828463565426,0.09846002191238314,0.1555627173740593,0.09553495262770671,0.1491939284333561,0.14688523548300783,0.07063243014510877,0.1032722566193071,0.11465638694657145,0.15099914110540297,0.0959976798667397,0.16190594796320767,0.09509494416561212,0.15307833217141006,0.1868655047714592,0.1336486497134839,0.08339414057584921,0.1757839612706298,0.0930260648189503]"
Jordan Szwarz,"[0.11224791910191509,0.13166355487977174,0.12303783502176845,0.14869105797294885,0.09777016644182493,0.08793094371601629,0.11954003358962415,0.14814475317480355,0.1091614230185585,0.09728187051050763,0.1078790053953127,0.1018116565357486,0.08992893677511515,0.12931213568467972,0.0678239025657716,0.16100275287264548,0.14164239768661824,0.03618311720249089,0.17465800127475717,0.11792710218470245,0.13450868886815276,0.09678512302688687,0.14958911702267844,0.15246485827490389,0.14237716670079914,0.09200601175217338,0.06402025397087048,0.16389484432760018,0.09855069222819304,0.12660775434492982,0.11719781106127358,0.09266719013688059,0.15454395847117097,0.14587571389636547,0.18208251296654612,0.10041324355723306,0.1355450496386587,0.08896234518853205,0.1057086686665726,0.14752435382832807,0.09889025213346146,0.12954686962459663,0.11777613043040953,0.11969149865960407,0.12197513524548109,0.10513789665579856,0.09825550499479788,0.15577904885511917,0.09531180770915895,0.14927141871491204,0.14675802105917737,0.07048877624111897,0.10332250819546847,0.11463052179766205,0.15091273922220252,0.09586075910989549,0.161809659586126,0.09485637875598296,0.15303924298251806,0.18702611802180244,0.13378790926615194,0.083276655244906,0.17606787020150128,0.09297976706137465]"
John Hayden,"[0.11227476783833285,0.13154471248804162,0.1228468714424479,0.1484943363938879,0.09788284233690311,0.08821914974599876,0.11976797990960969,0.14825015917923423,0.10935961162997257,0.09736782597076125,0.10826557505598645,0.1018221947244606,0.09008249706941754,0.12963292945470628,0.06792350348395278,0.16077587821021616,0.14138299960750084,0.03635542348498292,0.17422982803645806,0.11769726634992617,0.13415705994560795,0.09723009247168006,0.14976268042919383,0.15223333814117915,0.14219511369042068,0.09236023081482862,0.06417624465783917,0.16386318456507457,0.09866152968746202,0.12630674227942554,0.11756515345916489,0.09234251536668504,0.15459719169541047,0.14561975072633215,0.18182913361963163,0.10057924711781964,0.13580962831101878,0.08919235053879215,0.10593069767848465,0.14724761644133533,0.09890414360334308,0.12972879927202494,0.11785361820460856,0.11979643614535006,0.12209158294683346,0.10497118567748956,0.09869022216396098,0.15535623895355508,0.0957448541967092,0.1490896121112228,0.146998498188124,0.07078765371372642,0.10324936152044072,0.11467947102831985,0.15108064445175032,0.09613023359649765,0.16196054257349513,0.09529472772160447,0.15309263570493567,0.186704724938131,0.13349641822110964,0.08353794614871461,0.17554577570121307,0.09308111944650582]"
Evgeny Svechnikov,"[0.11226468060363497,0.13156552017395184,0.12292556101566499,0.14855933018594764,0.09782851306142343,0.08809802921294028,0.11968071856079694,0.1482253887904745,0.1092790744213856,0.09732856544033612,0.10813361820110604,0.10179925621299774,0.09002307221599906,0.12948676835445427,0.06788331066649612,0.16087842515890555,0.1414568055395239,0.03626996776771495,0.17438582188188584,0.1177740842382562,0.13426810928089555,0.09705864219554167,0.14970278240883786,0.15230423681602898,0.14226467604789417,0.09221890481892875,0.0641099920990078,0.16391312108293746,0.09858519285693249,0.12643010700008864,0.11745100457632779,0.09246590974480487,0.15458981302803185,0.1457090899966157,0.18192610326532785,0.10049135368688004,0.13573188193539631,0.08909549148892881,0.10583672728369467,0.1473596256025056,0.09890677848395048,0.12970312175697968,0.11784488999092112,0.11975056136657772,0.122041421697176,0.10502622568084331,0.09849605337365881,0.15551590654097017,0.09558506643058123,0.14918225003088703,0.14691440801580913,0.07066141950272624,0.10325711150493114,0.11466334589723436,0.1510169674522805,0.09602826120800385,0.16193440146200852,0.095151951807526,0.1530917350726967,0.18683177348827745,0.13362305251190162,0.08341361354815527,0.1757162309960722,0.09303477114032416]"
Lucas Wallmark,"[0.11225201704940015,0.13164148680554566,0.1230094955928232,0.14865949669672346,0.09778562701330568,0.08797353977388997,0.11957471707994219,0.14816324505004902,0.10919125579733845,0.09729422427905231,0.10794067735216412,0.1018102539552545,0.08995257653117625,0.12935790728912247,0.06783879915745704,0.16097025163944562,0.14159884958190655,0.0362065601405456,0.1745912917542789,0.11789023284004405,0.1344510570757414,0.096853285162379,0.14961657668089726,0.15242682724220452,0.14234942857619373,0.09205943719205673,0.06404312710412048,0.16389584958516343,0.09856271455938662,0.12656286177208767,0.11725823751935979,0.09261733231886796,0.15455386341044194,0.14583534939069118,0.1820438106294774,0.10043498643677991,0.13558921106463695,0.08899612739316512,0.10574139888273522,0.14748285791800014,0.09889383714690424,0.12958158521989344,0.11779120679335081,0.11970666107941967,0.12199211548383222,0.10511116869942647,0.09831802414229959,0.15571398732565148,0.09537886768224921,0.14924724334984477,0.14679608788861293,0.07053252426684224,0.10330812320782656,0.11463828417304747,0.15093872075811274,0.09590203275185853,0.1618375939570767,0.0949273538476583,0.1530503771410964,0.186977628536052,0.13374547895759528,0.08331291446833344,0.17598347350773655,0.09299403094677615]"
Jacob Larsson,"[0.11228463285393704,0.13146811724918048,0.12278347784551463,0.14840811039415858,0.0979095130788629,0.08831202740343998,0.11985166151399056,0.14830921405462677,0.10942723933315396,0.09739132494779786,0.10842951801012062,0.10180087741240028,0.09013883688273117,0.12972161912123836,0.06795735167508747,0.16071156574117226,0.14125358735971696,0.03639411602187097,0.17406025012474138,0.11759768566005695,0.1339955029212852,0.09739387924240049,0.14983468503874883,0.15212449398960165,0.14212784633934722,0.09248409534123761,0.06422535517998587,0.16390063386115658,0.09865885927411876,0.12620553436355533,0.11773574519470445,0.09222127452207562,0.15463304258165658,0.14551386077899053,0.18173503637956617,0.1006090174799322,0.13593792704958974,0.08926576771547759,0.10600136001713208,0.14715266992401657,0.09891998340483991,0.12985333434608623,0.11790920550893906,0.11982761499042813,0.12212723351517106,0.10489832092508364,0.09881558480473059,0.1551964991184534,0.09591259089633625,0.1490524463233258,0.14709770182886403,0.07088244210361615,0.1031954475460891,0.11470034172583568,0.1511437612753745,0.0962309783933176,0.16205723235926295,0.09548981088139145,0.15313738074920344,0.1865904449095489,0.133407627412056,0.08360291351766876,0.17531290292514642,0.09310822989276372]"
Eric Robinson,"[0.11226943239587849,0.13153881112381297,0.122892879009584,0.14852210655514692,0.09784595519558975,0.08814689590911794,0.1197210551202271,0.14824752648616388,0.10931333579498305,0.09734246955696362,0.10820587699778965,0.10179680548766948,0.0900503163195141,0.12953865256497976,0.06790049753254124,0.16084144941847744,0.1414050228328632,0.036296289992676645,0.17430784968495075,0.11773076384414363,0.13420023276896356,0.09713758849029713,0.14973494255000033,0.15225916450633833,0.14223235949844548,0.09228061029183944,0.06413623357436399,0.1639159126840178,0.09859744477408544,0.12637837462125118,0.11752221712343355,0.09240804875149482,0.15460198414942794,0.14566172348166043,0.1818810329626579,0.1005154286380783,0.1357841021864243,0.08913433135202262,0.1058742151982259,0.14731172456931485,0.09891112521300649,0.12974526418739327,0.1178632775815001,0.11976788171914171,0.12206083218869745,0.10499471879374664,0.09856723784707447,0.15544021377377862,0.09566326530420505,0.14915511741567625,0.14695887127706345,0.07071178603534232,0.10323952048389139,0.11467250304082338,0.1510469886253581,0.0960762868284778,0.161968188847336,0.0952354628727631,0.15310549919272334,0.1867754796442528,0.13357451499337045,0.08345459800559403,0.17561668630150695,0.0930509980801377]"
Justin Dowling,"[0.11223305142089264,0.13174760684635806,0.1231377474635976,0.14880624513572127,0.09771724698186977,0.08778151194507833,0.11941555181530007,0.14807494028223872,0.1090562545485968,0.09723958546078963,0.10765522839641765,0.10182061530730875,0.0898451208897678,0.12915424187921673,0.06777109859655814,0.16111474179729687,0.14180368655718212,0.03610391111916247,0.17489758673386335,0.11806125051607498,0.13471926719882185,0.09654251143308709,0.1494892545682107,0.15260476669893047,0.14247636521231347,0.09181667012463222,0.06394001050827203,0.1638827295025509,0.09851577446169302,0.12676610498894156,0.11697627150606547,0.0928455502068509,0.1545049753925478,0.14602194154167,0.182220546241232,0.10034103388946511,0.1353820519901273,0.08884342128418063,0.10559390322823847,0.1476708626082961,0.09887611987785082,0.12941323348605782,0.1177175735287744,0.11963841287411942,0.12191563460466091,0.10523556754492945,0.09803891483887528,0.15601151761480456,0.0950707519070887,0.1493526809240671,0.1466201206913109,0.07033487676384874,0.10337823461230354,0.11460186688347578,0.15082002859943106,0.0957127254274807,0.16170258102541427,0.0945974851207104,0.15299494524582744,0.18719811026664032,0.13393574295363744,0.08315253353059933,0.17637519887007544,0.0929302995560289]"
Andreas Johnsson,"[0.11224880488299153,0.131659654496734,0.12303243516907836,0.14868492661807875,0.09777326636205091,0.08793874384398168,0.11954702546520841,0.14814833024034868,0.10916668666901673,0.09728390544493405,0.10789055245295957,0.1018116800134985,0.08993297171149973,0.1293203890788221,0.06782679458057912,0.16099701689426532,0.14163414347734887,0.03618743457284395,0.17464551307480422,0.11792014446338928,0.1344982667564402,0.09679753507398657,0.14959455820091053,0.15245753135657375,0.14237169069283956,0.0920159346198846,0.06402458917551311,0.1638949177612808,0.09855256053568248,0.12659941046745857,0.11720892894438621,0.09265778338149021,0.15454631929628726,0.1458678970455596,0.1820751602644892,0.10041729205530751,0.13555329027629598,0.08896889588074133,0.10571465638252613,0.147516691897062,0.09889047176227096,0.1295531421908562,0.11777896091806754,0.11969446235624034,0.1219783758225675,0.10513262040093112,0.09826689212673757,0.15576689134752322,0.09532469810506347,0.14926663007023486,0.1467651865403274,0.07049738605564101,0.10332001807631186,0.1146322620313238,0.15091733774421462,0.09586886623232793,0.16181495686086778,0.09486961617006,0.15304143061294784,0.18701694412962594,0.13378014919287473,0.08328356645738637,0.1760521902409873,0.09298267334317295]"
Colby Cave,"[0.11223899116704177,0.131716097537535,0.12309743855721102,0.14876110619051036,0.09773928905622502,0.08784203953220523,0.11946532601547043,0.14810161122098436,0.10909863999116962,0.09725688699797619,0.10774325234646172,0.10181857469580095,0.08987859570375481,0.1292192328911698,0.06779231532286797,0.16106880032795814,0.14174136771790052,0.036137128806500975,0.17480269079710417,0.11800863994631847,0.13463715649347952,0.096639397824956,0.14952857200987021,0.1525503695860464,0.1424368416352753,0.09189272778386776,0.06397257447554562,0.16388450361360637,0.09853250902381744,0.12670219480629993,0.11706255573746192,0.09277436533667742,0.15451955571914178,0.14596430076588168,0.18216553697388269,0.10037190634646495,0.13544518855104873,0.08889166507542084,0.10564049549039725,0.14761192381586882,0.09888107577518186,0.12946294713607898,0.11773919647222461,0.11966012763727243,0.12193988305122051,0.10519729184439862,0.09812765580704458,0.15591899933310258,0.09516647583910114,0.14931838941395587,0.14667459381266568,0.07039726346240913,0.10335762541644608,0.11461308751390333,0.15085702704095832,0.09577173937282914,0.1617427875498842,0.0946987686035029,0.15301101665184225,0.18712921750665817,0.13387550310262983,0.08320409634798466,0.17625503364113468,0.09295063710855515]"
Kevin Rooney,"[0.11223935125137219,0.1317118315027562,0.12309564317070355,0.14875749085964846,0.09773946995462388,0.08784445274811788,0.11946814656865927,0.14810463766794438,0.10910058857465879,0.09725735809498107,0.10774991242513643,0.10181662014802668,0.08988048749903088,0.12922060012594502,0.06779338057277207,0.16106770792987962,0.14173528173605615,0.03613708710276751,0.17479640334872412,0.11800447481147326,0.13463009967178816,0.09664489679518108,0.1495315398527741,0.15254548560517445,0.14243448255910351,0.09189652566874437,0.06397381096394458,0.16388834245179115,0.09853007012787417,0.1266993737136036,0.11707014179467616,0.09277022345062974,0.15452164565230625,0.14596010132558962,0.18216230536037914,0.10037121583665716,0.13545119063046177,0.0888935327412564,0.10564224203393109,0.14760911513863098,0.09888217756711207,0.1294702252317339,0.11774258292036464,0.11966077179449829,0.12194070034722727,0.1051942103582662,0.09812997752446322,0.15591338302321162,0.09517260859836935,0.14931867282657732,0.1466784653657953,0.07039971409079043,0.10335447011348307,0.11461403097091852,0.15085918195362316,0.09577526476902883,0.16174822170733505,0.09470708919015644,0.15301392469749697,0.18712560223219793,0.13387354888343034,0.08320463282976033,0.17624518000538103,0.09295111474510141]"
Nick Seeler,"[0.11226292970191035,0.13158528314733958,0.12293570553104652,0.14857715168131042,0.09782638709361363,0.08808354631914203,0.11966598306133393,0.14821122389357516,0.10926765868133094,0.0973254251674668,0.10810020257689827,0.10180765773336115,0.09001265829262178,0.1294758826095164,0.06787767219816339,0.16088673046932137,0.1414860203992864,0.036267423875411944,0.17441837583282827,0.11779469850217873,0.13430309618954078,0.09702890323788116,0.14968838370936646,0.15232787085600824,0.14227673436788438,0.09219772502188639,0.06410262299072991,0.16389751666890717,0.0985932296890603,0.1264465543365783,0.11741381224076002,0.09248799249824038,0.15458074825358342,0.14573008679314042,0.18194311683099706,0.10049160034811673,0.13570311838853436,0.08908442969667041,0.10582591369095735,0.14737551410683214,0.09890166384326089,0.12967014665571389,0.11782990340502501,0.1197463567047883,0.1220363186542958,0.10504124699735876,0.09847951949864191,0.15554543301871304,0.09555351366134594,0.1491834730078351,0.1468946578838686,0.07064726994210434,0.10327167257356695,0.11465912493551823,0.15100520180668794,0.09601001470260204,0.16190963204684522,0.09511077080653733,0.15307914126291577,0.18685148924158293,0.1336357934813435,0.08340756452273741,0.1757652762485129,0.09303171107085016]"
Peter Cehlarik,"[0.11226609640689375,0.1315573317753123,0.1229158733640936,0.1485481472895735,0.09783360613579076,0.08811250541964948,0.11969273397010287,0.148232129266166,0.10928925770796524,0.09733265358046418,0.10815530211534519,0.10179834658531953,0.09003119696678705,0.12950204034107948,0.0678884097148813,0.1608675340688629,0.1414411418593268,0.03627764450426549,0.17436251250052398,0.11776107407138656,0.13424765451793325,0.09708217370859097,0.14971241670111113,0.15229064793553632,0.14225505469104982,0.09223725188025932,0.06411775471238312,0.16391429592446743,0.09858855614533549,0.12641475276282413,0.1174724764815034,0.0924486509918855,0.15459354748471915,0.14569490175644959,0.18191267617188464,0.1004983185156965,0.135747658778746,0.0891069884154866,0.10584783051031632,0.1473453994221393,0.09890815606496572,0.12971608030841236,0.11785055404349776,0.11975567411227359,0.12204715900544637,0.10501676275801855,0.09851703785427693,0.15549332858501358,0.09560842053683079,0.14917437718550322,0.1469277383265336,0.07067631505873642,0.10325167817514654,0.11466608927750219,0.15102593283786409,0.09604257790998653,0.16194475690460813,0.09517707097567178,0.1530960072232799,0.18681503577238026,0.13360871126792792,0.08342561314598836,0.1756862957591296,0.0930395312191433]"
Kyle Capobianco,"[0.11228608185140354,0.13147374209871215,0.12277193201203883,0.14840289748283889,0.09792011247043723,0.08832972892216794,0.11986333076707247,0.14830758130654167,0.10943773915706341,0.09739764572683174,0.10844060646973974,0.10181024179139185,0.09014545549560517,0.12974586307124514,0.06796320684397987,0.160694980171893,0.14125234295196465,0.03641037264023016,0.1740437082395648,0.11759161732884256,0.13399014679107935,0.09741436902501725,0.14984071677445118,0.1521209225199341,0.14211869507778205,0.09250288348838971,0.0642355969805318,0.16388256411244936,0.09867776092387384,0.12618823561460013,0.11774100613460943,0.09220644664405718,0.15463097635109166,0.14550505294897603,0.18172292498630999,0.10062715411548091,0.13594010913981447,0.08928074318762888,0.1060152201056296,0.14713739762866127,0.09891627400104593,0.12984243010807703,0.11790392048412215,0.11983519233801083,0.12213516070800545,0.10489372797946214,0.09884707173067243,0.15517770367225459,0.09593099920081555,0.14903341854081587,0.14710548537218576,0.07090246485105667,0.10320129315875715,0.11470223189731517,0.1511506872921639,0.09624388576761969,0.16205075408131162,0.0954993311586178,0.15313173036743116,0.18657348551449157,0.13338797931585403,0.08362583035590097,0.1753015750413263,0.0931168525471596]"
Jordan Greenway,"[0.11224870287019006,0.13165678655299418,0.12303593539081513,0.14868509175922318,0.09776991714685633,0.08793232992870402,0.11954486171807431,0.14815017672478514,0.10916239986100673,0.09728099441650366,0.10788848673686767,0.10180835019831459,0.08993000302188583,0.12931069230949827,0.06782526402911872,0.16100388813086533,0.14163239809760073,0.03618106453620848,0.17464968765374925,0.11792090474984562,0.13449907283009235,0.09679060797127007,0.14959411750460133,0.15245672612783268,0.14237352288280175,0.09200981573239629,0.06402127803908199,0.16390263723982398,0.09854350581111032,0.12660527885526104,0.11720881738766778,0.09266192297758188,0.15454913802319073,0.1458691089383338,0.18207831305117889,0.10041009530220434,0.13555434363394642,0.08896442722673126,0.10570953590232234,0.14752185194892484,0.0988910003015884,0.12955901761999744,0.11778213626890849,0.11969210433249226,0.12197576661063307,0.10513259164569713,0.09825480703662293,0.15577217013233385,0.09532069563934069,0.1492731476569161,0.14676352604171644,0.07049182452142207,0.10331739264989852,0.11463270626571356,0.1509146099856093,0.0958661870400954,0.16181931482896106,0.09486856004222931,0.15304481778830767,0.1870218494414673,0.13378747393819568,0.08327539498673703,0.17605359005510043,0.0929802904589685]"
Dylan Gambrell,"[0.11224285960254894,0.13168959522603135,0.12307398298019696,0.14872985420540313,0.09774990728155436,0.08787603404717492,0.11949663050707224,0.14812272232471654,0.10912297082586428,0.09726555379427003,0.10780240324333124,0.10181216237945391,0.08989864292008644,0.12925194871909182,0.0678050503180437,0.1610454571379264,0.14169522038744914,0.03615177606500668,0.17474154752995946,0.11797267434487273,0.1345799124347745,0.09669858257040372,0.14955529579481525,0.15251122275535056,0.14241184108010466,0.09193792370693835,0.06399086016434993,0.1638965865958863,0.0985322360426057,0.1266652743232196,0.11712344388482891,0.09273011396354958,0.1545329679610696,0.14592570533586627,0.18213121360121953,0.10038364124194467,0.1354911925181392,0.08891909395815614,0.10566635642634108,0.147577370202991,0.09888595761559148,0.1295064864731073,0.11775888886709202,0.11967192672433027,0.12195323015885623,0.10517066093041522,0.09817382604758396,0.1558610018942099,0.09522792495740717,0.14930359042684468,0.14671053578031937,0.07043295452024743,0.10333923184312134,0.11462124003521171,0.1508796358609884,0.0958090770582216,0.16177702319497736,0.09476874056184816,0.15302693660884115,0.18708753750218862,0.13384298181970275,0.08322889544206462,0.17617208569071646,0.09296139059971348]"
Henrik Borgstrom,"[0.11225273097410955,0.13163914572991306,0.1230030995927806,0.14865417626613886,0.09778978071395522,0.08798376034972061,0.11958148387524023,0.14816543792530992,0.10919834836408789,0.09729769922149041,0.10795196584303998,0.10181156721126904,0.08995799870620406,0.12937026613344083,0.06784199420331777,0.16096146890721888,0.1415924215834482,0.03621355557493365,0.1745781452475021,0.11788372573262243,0.13444098895878615,0.09686803967720364,0.1496213136169069,0.152420889565906,0.14234397084075057,0.09207131331014523,0.0640485268958306,0.16389232379480786,0.0985691363324698,0.12655252297630548,0.11726840730039162,0.09260702015225071,0.154554095380505,0.14582806769613005,0.1820358560911447,0.10044208885927229,0.1355960710067247,0.08900389058284666,0.10574935329131567,0.14747343308534838,0.09889423754142417,0.1295845749230523,0.1177921787855828,0.1197103147971737,0.12199619995695123,0.1051067599560311,0.09833432718319256,0.15570059422845103,0.09539193309318074,0.14924011494694622,0.1468032454866196,0.07054243580400951,0.10330694294340939,0.1146393127303177,0.15094441284212703,0.09591015342969249,0.16184015449660089,0.09493971776897447,0.15305058044470404,0.18696718888578587,0.13373484127782614,0.0833228840318153,0.1759686846570098,0.09299750828109184]"
Adam Gaudette,"[0.11225397261222633,0.1316308907641742,0.12299773947126648,0.14864502330728338,0.09779175557940292,0.08799047843242756,0.11959030359092325,0.14817235006042,0.1092029541021597,0.09729843490827521,0.10796782265267987,0.10180886938251622,0.08996177890610353,0.12937508204567202,0.0678451137201872,0.16095821369129637,0.1415784913982615,0.03621502664887431,0.17456254205061686,0.11787379675937633,0.13442576412692728,0.09688135583971824,0.1496291354491262,0.1524091450804332,0.14233720373201164,0.09208148345386938,0.06405243806767393,0.1638986394873011,0.09856478348342174,0.12654453080180963,0.11728521421188061,0.09259606081652794,0.15455987591548032,0.1458172197185753,0.1820272586803259,0.10044249123739465,0.1356093981962857,0.08901023194543915,0.10575437491401302,0.14746593403662783,0.09889504438625243,0.12959879886761216,0.1177989792615366,0.1197129186296492,0.12199902047393936,0.10509877205107689,0.09834198267115124,0.15568640134580913,0.09540822654521387,0.1492381201679678,0.14681280030914567,0.07055097059255755,0.10330100523097453,0.11464224692404584,0.15094925007107568,0.09592024324750215,0.16185167570547032,0.0949589631457115,0.15305656698328632,0.1869572185418746,0.13372889359880358,0.08332681280294034,0.17594597652294802,0.09299994312353217]"
Logan Brown,"[0.1122354953075375,0.1317374838998026,0.12311835628089565,0.14878803655227474,0.09772911657071974,0.08781179243971894,0.1194373599744908,0.14808392118295238,0.10907734104516516,0.0972493560186161,0.1076925292864585,0.10182275919597995,0.0898614608136737,0.1291893672124456,0.06778101597352071,0.1610898588869403,0.1417802777666924,0.0361231107988446,0.17485561117120108,0.11803941080277189,0.1346853771107201,0.09658795621383971,0.1495053916477264,0.15258371504719215,0.14245887529533094,0.09185288468156208,0.06395612325973876,0.1638764178949325,0.09853093020826208,0.12673502536320166,0.11701114990247248,0.09281316361894021,0.15450806693437588,0.14599774664968465,0.18219557215736853,0.10036003334746661,0.13540650977165944,0.08886682264533562,0.1056173693389742,0.14764239367466658,0.09887780650276347,0.1294279568192,0.1177233884659516,0.119649252322773,0.12192775522670485,0.10522030116027235,0.09808577041237487,0.15596945545919455,0.09511279744203005,0.14933301399988178,0.14664352561620594,0.07036491074802363,0.10337229846462553,0.11460588449406935,0.15083750310003094,0.09573878231192033,0.16171473640475661,0.0946392061717718,0.15299829592172226,0.18716595743016537,0.13390475646346645,0.08318070093333846,0.17632557164210677,0.09294059897004582]"
Alexander Nylander,"[0.11224152380143215,0.13170597356222594,0.12307746307965776,0.14874243632533762,0.097751612803482,0.08787313433477159,0.11948782734778553,0.14811071125387054,0.10912019908412843,0.09726689015967463,0.107781383117346,0.10182101161986727,0.08989524521804466,0.12925533620808305,0.06780254011933365,0.16104323878895546,0.1417175267700024,0.03615696170325576,0.174759653868427,0.11798630224388724,0.13460268520178637,0.09668592885951786,0.14954515963334705,0.15252884549358417,0.14241879522586698,0.0919298967933672,0.0639891705885418,0.16387767683824117,0.0985482005988182,0.1266702706436164,0.11709805259262178,0.09274114581856567,0.15452275536285748,0.14593945968623365,0.18213985286446324,0.1003915680718296,0.13547007248158374,0.08891579740955828,0.10566458148899363,0.14758268844943798,0.09888260502027135,0.12947762769240598,0.1177449981613021,0.11967131352823497,0.12195236637122986,0.10518161728723323,0.09817584359147745,0.15587584318310485,0.09520966513103758,0.14929793598683047,0.1466985255433452,0.07042830219010748,0.10335176242932108,0.11461727136856485,0.15087484959498149,0.09579856951394025,0.16175500491719377,0.09474135506594693,0.1530143249538089,0.1870961335204143,0.13384364827466502,0.08323321665215508,0.17620434536931012,0.09296133622863591]"
Andrew Agozzino,"[0.11227430948606511,0.13152228659545906,0.1228521321787679,0.1484864089766691,0.09787210688252342,0.08821078697469645,0.11976573220747401,0.14826315985480087,0.10935725404036205,0.09736329060376506,0.1082794482040538,0.10180435727039246,0.09008373732952403,0.12961457906958881,0.06792104596994616,0.1607875696330214,0.1413612996814843,0.03633916466371866,0.1742227754515759,0.117687948102694,0.134134814455967,0.0972308615387458,0.1497666312951803,0.1522189116928841,0.14219649935573886,0.0923558339832402,0.06417034735146554,0.16389625403410624,0.09863431834574739,0.12631313238955205,0.11758894562616493,0.09234188987355568,0.15460602106547072,0.14561351267650088,0.18182961898675354,0.10055857803204891,0.13582988441481608,0.08918384171876058,0.10592381594283726,0.1472522082241856,0.0989130047173417,0.12976751570184944,0.11787131923251845,0.11979103590905844,0.1220865562575305,0.10496490421402585,0.09866813004750905,0.15535423785131502,0.0957484090961903,0.14911067652602727,0.14700533637212523,0.07077545642415282,0.10323076020593645,0.11468013013486407,0.1510825368392309,0.09612943366874668,0.16198744197834036,0.09531663119086013,0.15310875049117884,0.18670848933446674,0.13350828974398352,0.08351657460215002,0.17551947415227329,0.09307325197312215]"
