Player,embedding
Michael Stone,"[0.11223551942236445,0.13173578264538818,0.12311824099084659,0.14878712122293186,0.09772870264217279,0.08781195338954637,0.11943766022835686,0.14808493136849907,0.10907767129491755,0.09724938199907315,0.10769428835475199,0.10182166716087208,0.0898619603198569,0.12918896032599278,0.06778111755425885,0.16109002961673144,0.14177836354668635,0.03612248209061505,0.1748541788411306,0.11803828540417578,0.13468314665961584,0.09658908949980063,0.14950604919816227,0.1525823153099815,0.14245853193558447,0.0918534258152707,0.0639561174687628,0.1638784211682952,0.09852950545959847,0.12673476552896837,0.11701350567759153,0.09281241383807179,0.15450866060200125,0.14599678586746992,0.18219500071090988,0.1003590948122285,0.1354084190519951,0.08886677148786364,0.10561744011417602,0.14764202840472213,0.09887847107332384,0.12943086667663453,0.1177247241288999,0.11964911867429681,0.12192768724705312,0.10521955256607603,0.09808540278251308,0.15596831528443977,0.09511399854177251,0.1493339297599909,0.14664447146581217,0.07036480891202727,0.10337097387196982,0.11460604022895281,0.1508380205661676,0.09573931789907018,0.1617167533141488,0.09464159278195935,0.15299944982895053,0.1871654496194098,0.13390482277728374,0.08317993884943146,0.17632272767750148,0.09294035831874545]"
Micheal Ferland,"[0.11228619811745522,0.13145788075942821,0.1227726225611545,0.14839506742094946,0.09791488066503053,0.08832823236946127,0.11986516886142079,0.14831733004864314,0.10943877365758783,0.09739588360240042,0.10845475837516558,0.101799128574212,0.0901481999915415,0.12973832558757248,0.06796307118726,0.1606995150140863,0.1412349119841011,0.036402258658001556,0.17403331718751483,0.1175824850482624,0.13397127845612686,0.09742080397621712,0.14984577689445397,0.15210845724856892,0.14211691848305993,0.09250485113987349,0.06423397469435768,0.16390321610210468,0.09866167891652677,0.12618827796016857,0.11776113702293796,0.09220162256571669,0.15463752733342911,0.14549744908540654,0.18171968580169745,0.1006161385725203,0.1359566757123269,0.08927849697513458,0.10601374208707737,0.14713658264302565,0.09892195186730005,0.12986961149874032,0.11791634628476558,0.1198331861339385,0.12213354362266438,0.10488732110788099,0.09883869613166452,0.1551706059789489,0.09593932932465803,0.14904427422468897,0.147113100958236,0.07089892758149507,0.10318852602678637,0.1147034590249689,0.15115404828280402,0.09624721497277784,0.16207001408075788,0.09551930543111661,0.15314284531326167,0.18657143271609145,0.1333916962978952,0.08361574979294241,0.17527763884908823,0.09311333856432222]"
Garnet Hathaway,"[0.11226284445969925,0.1315800108635126,0.12293607814107001,0.14857492687547266,0.09782448495105531,0.08808316751464255,0.11966599853139437,0.1482141906104184,0.10926826089893864,0.09732513833143513,0.10810461075720254,0.10180382105913768,0.09001389599728452,0.12947370068863936,0.06787750648090071,0.16088788321285888,0.14148063277880066,0.036264862592308836,0.1744151860786155,0.11779189396157656,0.13429680159323007,0.09703119492160009,0.14968965719726832,0.15232416783341643,0.1422765025736567,0.0921983375615564,0.06410201461457748,0.16390424133060988,0.09858844865988065,0.12644660263274715,0.11742034398533596,0.09248662202600905,0.15458230783167048,0.14572799063770836,0.18194225939651354,0.10048805955372851,0.13570837672253544,0.08908341795852559,0.10582552453539865,0.1473752296578452,0.0989039473699635,0.1296790228861743,0.11783385745994507,0.11974555849141177,0.12203570217154652,0.10503952233077449,0.09847704899609987,0.15554325875078948,0.09555572320596642,0.14918726071267108,0.14689698542276483,0.07064563915330271,0.10326740905578997,0.114659227590442,0.15100649639020383,0.09601061819119211,0.16191568097857117,0.09511707957278175,0.15308257644606854,0.18685102397388514,0.1336368745152816,0.08340414969697423,0.17575767726333197,0.09303033512307324]"
Sam Bennett,"[0.11224360554897744,0.13168446465734535,0.12306922875661191,0.14872373542659967,0.09775210909211351,0.08788302450386094,0.11950279466578548,0.1481267706247903,0.10912798909786933,0.09726744471799223,0.10781413201286884,0.10181100183998777,0.08990278217281186,0.12925884239710245,0.06780761204442778,0.16104051479482873,0.1416862350909178,0.036154936106082954,0.1747293315465854,0.11796556969237063,0.13456855439627669,0.0967105852638759,0.14956053309662726,0.1525035883442322,0.1424068783050572,0.0919470883429127,0.06399459182809909,0.16389865207565243,0.0985326241431642,0.12665775685734884,0.11713546081975443,0.09272124814563475,0.15453539896793822,0.14591809792090882,0.18212433347109075,0.1003862517261037,0.13550020949346445,0.08892463902717222,0.10567167860408387,0.14757033052985866,0.09888697282455867,0.12951484918285044,0.11776263734097449,0.1196743223914483,0.12195595438479614,0.1051654651633402,0.09818347103904947,0.1558493494011691,0.09524013653552554,0.14930043919439542,0.1467176641752924,0.07044015023749188,0.10333569802804381,0.11462278392128185,0.15088423922322,0.0958164784389011,0.1617835602429024,0.09478256465878966,0.15302991572887975,0.18707913589463473,0.1338362443613332,0.08323409926275403,0.1761556791259946,0.09296357797825232]"
Curtis Lazar,"[0.11228326918490002,0.1314998292132992,0.12278406739672039,0.1484272693373234,0.09791785842489471,0.08831467324612255,0.1198427263224362,0.1482877533832804,0.1094264717831844,0.09739610086445862,0.10839789497125174,0.10182132460812958,0.09013511745135948,0.12973785975151833,0.06795596398961797,0.1607009611218968,0.14129183755779226,0.036410444908926545,0.17408447333289617,0.11761855588440055,0.13403369220552222,0.09738038337419665,0.14982056780065958,0.1521532533492969,0.14213512700448558,0.0924784661721324,0.06422723148750897,0.1638591588648363,0.09869447839304558,0.12620660236786224,0.11769340375523397,0.09223362224062381,0.15461542167501482,0.1455332999238824,0.18174439047614052,0.10063105220554949,0.13590211644047331,0.08926733313845032,0.10600424902714206,0.14715525979226868,0.09891149891105283,0.1297976147890793,0.1178827025740502,0.11983027372127299,0.12212949443656063,0.10491473685271521,0.09883275377198986,0.15521389500090343,0.09588987048138659,0.14903331228781566,0.1470803784407661,0.07088444181457701,0.1032205170642324,0.11469501874257958,0.15113798856377542,0.09621941160909689,0.1620160713251285,0.09544616207596439,0.153113147019267,0.18659758887133948,0.13340030937832761,0.08362120518012806,0.17536468970149707,0.09311271269088114]"
Travis Hamonic,"[0.11224391383654699,0.13168222942091612,0.12306824998731167,0.1487214981101877,0.09775229962742207,0.08788403280890637,0.11950481167874247,0.1481286472826264,0.10912866895281831,0.09726728654977919,0.10781778065580933,0.10181006834696087,0.08990336044890959,0.12925907760218064,0.06780822792712518,0.1610404119381004,0.14168267464683748,0.036154699287247544,0.17472594780713163,0.11796323270725152,0.13456498985376772,0.09671311237606227,0.14956241486928712,0.15250063641973793,0.14240538740872385,0.09194897725156446,0.06399523753040891,0.16390088728190114,0.09853068398191034,0.1266563614363961,0.11713949798780075,0.0927189564703601,0.15453714176539754,0.1459155504188403,0.18212254250532067,0.10038569153827197,0.13550352517118097,0.0889258015085783,0.10567241236064079,0.14756901266342734,0.09888714845243093,0.12951879669135086,0.11776456509353504,0.11967476166351818,0.12195640901723415,0.10516348994648822,0.09818416969413758,0.1558464216952423,0.09524375377022426,0.14930053177176317,0.14671984465091886,0.07044175376768542,0.10333403176254637,0.11462356757095653,0.1508851286699013,0.09581872440524504,0.16178677173773798,0.09478712065926938,0.15303168309844153,0.18707717219879078,0.13383550274053194,0.08323431562837617,0.17615032912754602,0.09296396573608591]"
TJ Brodie,"[0.1122626052966972,0.1315995543967511,0.12293499086328928,0.14858467234782424,0.09783099953335712,0.08808570679480643,0.11966363081868106,0.14820204409982865,0.10926763796155053,0.09732760516410406,0.10808747109888245,0.10181747614277527,0.09001103517582333,0.129484115566247,0.06787765889508147,0.16088146438002265,0.1415021707778914,0.036275441259971924,0.17442751786766855,0.11780310305262784,0.13431954256154077,0.09702415017950385,0.14968319509302916,0.15233963784815013,0.14227878119511136,0.09219654786910189,0.06410423245460006,0.16387831573934183,0.09860929178433032,0.12644587847064612,0.11739581489206177,0.09249214462803122,0.15457370611934218,0.14573740853475883,0.1819460704019177,0.10050226754446615,0.13568792724844778,0.08908644903881964,0.10582793220031737,0.14737566341095082,0.09889718555936251,0.12964524722835452,0.1178182272793471,0.11974817935184594,0.1220379159005076,0.10504757791269936,0.09848866468000803,0.15555151655696273,0.09554558148248109,0.14917356352701175,0.1468878202168353,0.07065012400790757,0.10328310700154898,0.11465738498814065,0.15100285238377295,0.09600649792434483,0.161891623922307,0.09509273771203298,0.15306851863379042,0.18685317711776914,0.13363150288376988,0.08341716932516426,0.17578670781044273,0.09303458757626874]"
Mark Jankowski,"[0.11222967873270291,0.1317694205469034,0.12315919072327952,0.14883318220133998,0.09770690349109412,0.08774988755663193,0.11938783591717408,0.14805739927350978,0.10903368966414002,0.09723103072831685,0.10760351258138304,0.10182496524876823,0.08982672244363282,0.12912249578628252,0.06775958195862782,0.16113734035372185,0.1418427883099196,0.03608899438928611,0.17495168838897618,0.11809249642978575,0.13476890760763433,0.09648899189007352,0.14946608313151286,0.15263815407576817,0.14249850561719946,0.09177551581203598,0.06392306520138256,0.1638750580641439,0.09851268596251292,0.12680002916683925,0.11692372897882164,0.09288518141970063,0.15449446691833282,0.14605557535710145,0.18225118597683687,0.10032830921275025,0.1353427645498338,0.08881819407400265,0.105569741340795,0.14770247848725124,0.09887203728727004,0.1293777876133522,0.11770173672869462,0.11962739010099159,0.12190318084696865,0.10525846394008494,0.09799474137946725,0.15606334087171694,0.09501641735935576,0.14936772238584117,0.14658852383237986,0.07030218416638791,0.1033931555168452,0.11459502215425012,0.15079950478314663,0.09567962793308782,0.16167462562945956,0.0945368268599704,0.1529824396088941,0.18723570339195925,0.13396640827913392,0.08312823065575203,0.176447063027475,0.09292019462842645]"
Mikael Backlund,"[0.11223837294700408,0.13171742337670184,0.12310262145473143,0.148765232576878,0.09773572564175467,0.08783385319415708,0.11945974046214107,0.14810007204905906,0.10909308516279038,0.09725417485359854,0.10773459729092665,0.10181709442561447,0.08987447421790426,0.1292091869817047,0.06778971720949258,0.1610758466015301,0.14174606437992018,0.0361313001435464,0.17481292110609595,0.11801361155759532,0.13464455175552162,0.09662787787129502,0.14952481081959731,0.15255485011136957,0.14244125803576319,0.09188327435202198,0.06396817242317927,0.16388797290379703,0.09852701424315019,0.1267104881106414,0.11705504361481041,0.09278254969926403,0.15451935393621613,0.1459700152618299,0.1821718455540723,0.10036587260540875,0.13544017616612916,0.0888852682236179,0.10563410224398383,0.14761941937159137,0.09888109548274181,0.1294614350098037,0.11773878880554312,0.11965707315142116,0.12193652199021426,0.10520074582207153,0.09811443117776658,0.1559295124040436,0.0951561069430729,0.14932451890563855,0.14666903291271072,0.07038905203142279,0.1033581320432063,0.11461219517482155,0.15085263999857199,0.09576517141116195,0.161741257980014,0.09468944327458595,0.1530111458957841,0.18713755190332884,0.13388408808038174,0.08319574352029645,0.17626614413956218,0.092947664364135]"
Johnny Gaudreau,"[0.11226224069346806,0.13158535884527983,0.12294095578555783,0.14858089700185861,0.09782235986110192,0.08807550055625572,0.1196602007786227,0.1482102770336053,0.10926250912293424,0.0973228534317445,0.10809259969551224,0.10180523025073074,0.09000908855707408,0.12946572636425155,0.06787501571910556,0.1608937310171069,0.14148958850772747,0.03626117462393119,0.17442783321855648,0.11779905171051125,0.13430885710336135,0.097018225538638,0.14968477547024533,0.1523316462338367,0.14228122131062304,0.09218858037828888,0.06409812503269344,0.16390242672723723,0.09858704718392215,0.1264547040888724,0.11740789964168567,0.09249580165981112,0.15458059376265598,0.14573544809907707,0.18194925057136993,0.10048493422424248,0.13569930547009118,0.08907778537721343,0.10581962257172571,0.14738279352953504,0.09890243082858553,0.12967065626498545,0.1178303289678672,0.11974311781288105,0.12203285326542224,0.10504445491372948,0.0984661508974562,0.15555535589092334,0.09554354989186117,0.14919047719163867,0.14688966051684824,0.07063857614006164,0.10327116274218642,0.11465810187351985,0.1510013218758497,0.0960034469268419,0.1619093671985945,0.09510292493640904,0.15307993693295494,0.18685970504544996,0.13364438246732335,0.0833985446396556,0.17577461839731692,0.0930283551019804]"
Matthew Tkachuk,"[0.11225020396813092,0.1316522028708094,0.12302016935801902,0.14867324595895645,0.09778036594266903,0.0879582699811564,0.11956034486755604,0.14815428149696705,0.1091806129444599,0.09729049570837288,0.10791498460144362,0.10181221850190492,0.08994406009397696,0.12934290508854,0.0678330124031271,0.16098081423216645,0.14161859017756645,0.03619946271094677,0.17461817605168065,0.11790585533570724,0.13447531882747263,0.09682734246671142,0.14960470012672258,0.1524438162650012,0.14236076153769503,0.0920392680983239,0.06403475459580361,0.1638918749384293,0.09856205759951342,0.126579483355479,0.1172323111863197,0.0926370089471997,0.15454786060865014,0.14585243191892971,0.18205913818387304,0.10042897052474416,0.13556965436174392,0.08898343754999574,0.10572974889171116,0.14749829060016725,0.0988923930223353,0.1295640058347138,0.11778320981440477,0.11970110910952773,0.12198595078394384,0.10512294816017505,0.0982969034637911,0.15573960835598225,0.0953514979566459,0.1492548305601969,0.14678036814744178,0.07051590438827358,0.10331543597388675,0.1146345094915799,0.15092896831364766,0.09588515819181467,0.16182341470617062,0.09489719881238488,0.15304390979767182,0.18699636306378842,0.13376025297218663,0.08330097649363458,0.17601922968530775,0.09298881859772229]"
Sean Monahan,"[0.11221202035329417,0.1318728671473899,0.1232739219161625,0.14896966690887628,0.0976477681630776,0.08757919056985225,0.11924241567970059,0.14797203290441427,0.10891299305720004,0.09718349123485112,0.10733935269440319,0.10183955421338371,0.08972982921853201,0.12894525474810062,0.0676984073151829,0.16126270948054364,0.1420364954885541,0.03600213125314213,0.17523131443955503,0.11825125549620912,0.13501887201197113,0.09620786226711965,0.1493475726811164,0.1528051784002198,0.14261412365922926,0.09155711285839012,0.0638313406905797,0.16385131842100453,0.09848115466907684,0.1269816430102087,0.11665971328262734,0.09309283909772215,0.1544450245821986,0.14622781898294732,0.1824113182392543,0.10025056557391322,0.13514707248747773,0.08868192886923555,0.10543879537756384,0.1478708043213612,0.09885399109444827,0.1292112910608366,0.11762803409991783,0.11956687491772393,0.12183522511116648,0.10537449635672837,0.09775061819245315,0.156333657337998,0.09473440474786382,0.1494564801850305,0.1464260199960457,0.07012582974774939,0.103462571981858,0.11456040969470348,0.15069177794228708,0.0955067016504677,0.16154179404024221,0.0942298905502508,0.15292551854287972,0.18743402169771506,0.1341338951843103,0.08298999028121554,0.17681020959669078,0.09286403986946726]"
Dougie Hamilton,"[0.11225957776445283,0.1315995565538901,0.12295710737507749,0.14860053726722314,0.09781384182558385,0.08805226278415351,0.11963898927478622,0.14819810045057577,0.10924653078224217,0.09731689358995549,0.1080557181777821,0.10180685967077445,0.08999648347078251,0.1294421048746308,0.06786630822317685,0.16091034727756393,0.1415170587475217,0.03624943879020438,0.1744670609505811,0.1178214054423716,0.13434311543933988,0.096979850865106,0.149667634949139,0.15235558578119596,0.1422980077456939,0.09215844078776561,0.06408533044181489,0.1638990617647508,0.09858390324750846,0.12647974975741172,0.11737137898353103,0.09252476446582797,0.15457258868036047,0.14576013804672888,0.18197193835658812,0.10047449523773778,0.13567197143442544,0.08905848603793429,0.1058018750535086,0.14740598978919453,0.09890083536401216,0.12964757696535323,0.11781986595931578,0.1197345711038424,0.12202340428017766,0.10506129011650282,0.09843319173099366,0.15559309612783181,0.095503496825241,0.14920322694938717,0.14686701703788776,0.0706132234385605,0.10328060057338896,0.11465267144211937,0.15098700722773425,0.09597858867196209,0.16189052835239826,0.09506003403850244,0.15307164885337957,0.18688768481481957,0.13366716509840704,0.0833793380880229,0.17582554296408587,0.09302012741504641]"
Logan Shaw,"[0.11227416001733022,0.13152556215610908,0.12285499460841655,0.14848947771427842,0.09787102927790353,0.08820567449791365,0.11976308826515396,0.14826120948128874,0.10935312503202883,0.09736136847959138,0.10827241996499053,0.10180545155893149,0.09008014076945269,0.12960882329290657,0.06791971238740224,0.16079196313750926,0.141366176219581,0.036336500337899216,0.17423031329238126,0.11769200379861657,0.13414241731101126,0.09722238815769114,0.14976433128674424,0.15222281366463186,0.14219882976745848,0.09234969624245276,0.06416799483042573,0.1638955179361287,0.09863227254493032,0.12631829104031722,0.11758146652717946,0.09234732251880808,0.1546060596206654,0.14561743090229454,0.18183364450810383,0.10055626487170782,0.13582471690850664,0.08918068643854538,0.10591984711000528,0.14725706779858064,0.09891142613615518,0.12976273620031217,0.11786954241713742,0.11978968070828148,0.12208484717189617,0.10496727597339836,0.09866053963479075,0.1553615476890453,0.09574173773116744,0.14911249925759126,0.147001072727554,0.07077175781049513,0.10323310461870797,0.11468001766583556,0.15107893372247605,0.09612578729888133,0.1619842106228593,0.09530835244853228,0.15310764758787648,0.18671362940146305,0.13351339337476592,0.08351302540407139,0.17552951010534004,0.09307238466444279]"
Matt Niskanen,"[0.1122632513751258,0.1315697672824384,0.12293714599646448,0.1485693499982252,0.09782091384176629,0.08807996183834446,0.11966790100731853,0.1482211097581347,0.10926676460673916,0.09732274430750235,0.10811307598061118,0.10179677199950546,0.090013809394089,0.12946519638336987,0.06787745259231562,0.16089364304184553,0.1414688528265065,0.03625767931896193,0.17440966685031783,0.11778602989257621,0.134286095107124,0.09703249530808532,0.1496938010846547,0.15231544136265482,0.1422748845575215,0.09219766539114319,0.06410027397301507,0.16391916589264288,0.09857453269244967,0.12644857282551997,0.11743259906433662,0.09248458943051652,0.15458860658768,0.14572266933722347,0.1819406109917395,0.10047888836746834,0.13571927447725418,0.08908132450689675,0.10582268423486946,0.1473764176652377,0.0989065366954024,0.12969748793115535,0.11784287998886779,0.1197438990533753,0.12203406501389547,0.10503463200783446,0.09846740769564412,0.15554007484121907,0.09556100664653795,0.14919515880509776,0.14690137510010567,0.07064315932456698,0.10325924451781802,0.11466110508688983,0.15100705303579956,0.0960131328107104,0.16192932387999054,0.09512940889437038,0.15309101281258874,0.1868507100616576,0.13364182217966047,0.08339579021510553,0.17574317371118978,0.09302830729387834]"
Marcus Johansson,"[0.11223223060318017,0.131757724690022,0.12314155474157218,0.14881458778420614,0.09771715043044134,0.08777650669892229,0.11940920705039593,0.14806774406088696,0.10905211024132598,0.09723883503542029,0.10764003598469146,0.10182546590068081,0.08984103169666063,0.12915190629010262,0.06776881444800285,0.16111666031620764,0.14181792451539268,0.036104550274506,0.1749117089283228,0.11807078384109061,0.13473550735638853,0.09653044540147497,0.14948248956208535,0.15261612305377634,0.14248158958259366,0.0918084317023783,0.06393745756996416,0.1638731572326496,0.09852218376784064,0.1267721347391547,0.11695874903146615,0.09285477623066357,0.15449987729877845,0.14603151319017577,0.18222768357403354,0.10034323096253861,0.1353681171764715,0.08883948341278891,0.10559028819555336,0.14767687545656713,0.0988735365820718,0.1293959320920699,0.1177095166297566,0.11963710897600756,0.12191396694165793,0.10524267898359646,0.09803459553173882,0.15602396463957163,0.09505696938441537,0.14935141597478918,0.14661128554713473,0.07032974113579278,0.10338579862293087,0.11459968053191576,0.15081526649381724,0.09570483936687077,0.16168962334082446,0.09457836745294072,0.15298796427375377,0.18720599118781442,0.1339396243855401,0.08315200922693965,0.176397818422947,0.09292945671430859]"
Alex Ovechkin,"[0.11226767963014553,0.13155469052428928,0.12290224105241852,0.14853775186557444,0.09784319765072087,0.0881340091655678,0.11970718638467079,0.14823556423090642,0.10930370485852244,0.09733988674576048,0.10817717567628947,0.10180281314931387,0.09004183971235245,0.12952867548036315,0.06789522560796517,0.16084879769754237,0.14142978413264432,0.03629335062672567,0.17433617107906507,0.11774853319221437,0.13422929269668749,0.0971120076662381,0.14972197131779674,0.15227956837594395,0.1422435318594936,0.0922618802562404,0.06412935879786878,0.16390406373772096,0.09860376762903653,0.12639305894353015,0.11749101989891078,0.09242754666945587,0.1545936578087327,0.1456803203911509,0.18189623906361568,0.10051465052228976,0.13575985974248436,0.08912381233809029,0.10586459460513863,0.14732577863922908,0.09890779844970629,0.1297185713785851,0.1178509572661271,0.11976372296928949,0.12205600031493409,0.10500806279171054,0.09855209178382286,0.15546609697753186,0.09563511854548418,0.1491577079901419,0.1469418044933512,0.07069801891311651,0.10325104376647641,0.1146683442122742,0.1510371806462997,0.09605957013012391,0.16194766922350512,0.09520040902046929,0.15309506064128098,0.1867932094199022,0.1335860330452858,0.08344799773609808,0.17565835573637062,0.09304750226970661]"
Evgeny Kuznetsov,"[0.11223688619617134,0.13172789640040117,0.12311139375035714,0.14877728714639957,0.09773189757828687,0.08782123820362867,0.119447825362564,0.14809176215066286,0.10908402594319253,0.09725106198044775,0.10771191372515411,0.10181984639463648,0.08986696479619118,0.12919732631582048,0.0677849241163465,0.161084308168563,0.14176403098532755,0.036126156843432844,0.17483619074140425,0.11802744154128011,0.13466660399229477,0.096605573472522,0.14951452600709156,0.15257003251709123,0.14245075736822652,0.0918663094157676,0.06396137751782052,0.1638826721310418,0.09852784648363218,0.12672427581503842,0.11703152500410907,0.0927993114438364,0.1545139460083355,0.1459848194271464,0.1821848387334284,0.10036191893151772,0.13542231540926625,0.08887503530154531,0.10562452130995438,0.14763234604933081,0.09887915882774731,0.1294441332435049,0.11773092359786022,0.11965270414487601,0.12193157553328322,0.10521103151278227,0.09809756950434087,0.15595148048431262,0.0951327000230711,0.14932969850216285,0.14665527680309084,0.07037572364692547,0.10336545525767271,0.11460901262615913,0.15084411879260123,0.0957509698347005,0.16172767329276552,0.09466249969017618,0.15300472110134425,0.18715324338105618,0.13389605852948838,0.0831868266139162,0.17629805902783233,0.09294370748716893]"
Andre Burakovsky,"[0.11227143993693192,0.13154096528586917,0.12287086621989915,0.14850980617671128,0.09786304129734062,0.08818319056335322,0.1197416440257726,0.14824815724263676,0.10933764698357484,0.09735597007592194,0.10823475655489999,0.10180796551001538,0.09006785206273694,0.12958674784396196,0.06791109338026223,0.16080751046688185,0.14139507303189527,0.036325885984793166,0.1742699692219202,0.11771495927333189,0.13417768642815198,0.0971843664816763,0.14974673344801973,0.1522478290109482,0.14221576468067787,0.09231998265056002,0.06415556106512517,0.16389018067922134,0.09863123650309097,0.12634281478393536,0.11754371037876171,0.09237629397467698,0.15459708091656754,0.14564272050609559,0.18185639728420613,0.10054720539966835,0.13579620656931154,0.08916178316237637,0.10590272436546813,0.14727983621375418,0.09890968409075274,0.12973746871166353,0.11785798076419551,0.11978140771746822,0.12207571222032726,0.10498472330201139,0.09862936022740032,0.15539934801695712,0.09570123564372486,0.14912413299858215,0.1469780473195195,0.07074685002325407,0.10324353230109867,0.11467430632115147,0.15106480564685515,0.09610070622077188,0.16196367277804138,0.0952642007503516,0.1530982834707064,0.18674145772344802,0.1335352145115128,0.08349512472027844,0.17558199031723215,0.09306447164183171]"
Dmitry Orlov,"[0.11224605178347744,0.1316744602425284,0.12305129605402382,0.14870604677875393,0.09776299397071297,0.08791044461241754,0.11952383194477373,0.14813589456844478,0.109146875292455,0.09727575646757491,0.10784936814901129,0.10181267758636285,0.08991728097215371,0.12929005623174494,0.06781686639747017,0.1610185315289728,0.1416633174576648,0.03617193087701293,0.1746899903392219,0.11794478024450553,0.13453674227395446,0.09675217655821726,0.14957617979969418,0.1524829987217591,0.1423902057956089,0.09198037602215733,0.0640093748791829,0.163894049383638,0.09854478782650394,0.1266292724904414,0.11716854070621402,0.09269102877138222,0.15453956437459648,0.14589487533273543,0.18210095126507603,0.10040293264345784,0.1355237336434198,0.08894639485561102,0.10569290853452873,0.14754428520434065,0.09888810335734016,0.12952979941199444,0.1177687992329349,0.11968436452443817,0.12196707857150783,0.10515051849294185,0.09822542918393448,0.15581023897812907,0.0952799311456436,0.14928264324620139,0.14673975958962954,0.07046824101291979,0.1033296888333724,0.114627030386527,0.15090005330784875,0.09584130001949079,0.16179614938409329,0.09482219278995338,0.15303388884703645,0.18704923016659675,0.13380831311754224,0.08325951820242511,0.17610855067856482,0.09297317661031669]"
Nicklas Backstrom,"[0.11222811809484756,0.13177643275071016,0.1231710441594234,0.14884486002351083,0.09769985345489642,0.08773155244982302,0.11937418315409654,0.14805129148245175,0.10902089216804008,0.09722525084566401,0.10757988203722586,0.10182416437573853,0.08981673938358826,0.1291016304351904,0.06775346439235501,0.16115210819882544,0.14185814805375502,0.03607778537246253,0.17497792855165384,0.11810641097528135,0.1347905528843322,0.09646099627335498,0.1494557604324564,0.15265183318301698,0.14250943867864904,0.09175331265209909,0.0639132865251955,0.1638777416880424,0.09850455432682667,0.12681896758139713,0.11690131297225269,0.09290528000499682,0.154491965258117,0.14607092305671146,0.18226668390565096,0.10031737092239819,0.13532683311184268,0.0888039337806962,0.10555556164067516,0.14771986766612488,0.09887085993804154,0.12936726208898758,0.11769741797642444,0.11962083397270677,0.12189584310157918,0.10526829282292528,0.09796676179626429,0.1560894540789623,0.09499007767117092,0.14937921598752163,0.1465737609224255,0.07028384634199093,0.10339742811371275,0.11459234506074248,0.15078874972866563,0.09566333215826628,0.16166602359112586,0.09451018152452295,0.15297966626188253,0.18725549960256174,0.13398502588810712,0.08311156435870781,0.1764787029816401,0.0929139784605454]"
John Carlson,"[0.11225061599720304,0.13164706975331653,0.12301999905267048,0.14866965655031944,0.09777918753264932,0.0879574129284481,0.11956254471250786,0.14815813776402928,0.10918015591925379,0.09728925948001671,0.1079203361684813,0.1018091014625217,0.08994406262788937,0.12933941411546152,0.0678333963524206,0.1609833041765305,0.1416118935354169,0.03619642000901983,0.17461414437428147,0.11790221377104775,0.13446937698377018,0.09682898119649991,0.14960758366223695,0.15243859329380052,0.1423591089452586,0.0920399644026572,0.06403444570350497,0.16389895938277996,0.09855518387897916,0.12657955877195662,0.11723924513950502,0.09263490868005651,0.15455167370411835,0.14584874891307842,0.18205743597739105,0.10042498948397492,0.135575776978382,0.0889833891039938,0.10572891127193353,0.1474981255775493,0.09889320160402378,0.1295733505253166,0.11778785874710349,0.11970077141479521,0.12198558738360565,0.10511973679724644,0.09829320995613475,0.1557367703004938,0.0953557958748823,0.1492578466505765,0.14678332505334155,0.07051607783619321,0.10331142035906676,0.11463588297539594,0.15092948361697173,0.09588764363693802,0.1618306445335528,0.09490454329537762,0.15304830718047516,0.18699510653478307,0.13376195874115224,0.08329784446439817,0.1760106401994956,0.09298838444738808]"
Nate Schmidt,"[0.11225855945478617,0.13160293239804643,0.12296744266613545,0.1486085965993248,0.09780708791409261,0.08803538167202467,0.11962864234216165,0.1481951085788423,0.10923469104734936,0.09731082968683381,0.10803798132847231,0.10180455303760592,0.08998734162934978,0.12942134107501382,0.06786121291678146,0.1609252250757695,0.1415266305878573,0.03623763282400662,0.17448801030573965,0.11783153329251725,0.13435907833747082,0.0969557372151085,0.14966048205817026,0.15236446622427627,0.14230650850222432,0.0921391291001222,0.06407653778479007,0.16390557669713468,0.09857233976078829,0.12649662235285247,0.11735550798461365,0.09254122710116765,0.15457308118073634,0.14577136319977163,0.18198463551222888,0.10046245650073,0.13566150765707732,0.08904602971416045,0.10578873345356832,0.14742141037522813,0.09889992196468739,0.12964363970460563,0.11781882543511886,0.11972869649462022,0.12201676996185137,0.10506787561728685,0.09840596672344035,0.15561461732533707,0.09548298658642593,0.14921500919261857,0.14685577450531018,0.07059741546650221,0.10328218071916238,0.11465137088661824,0.15097761206453172,0.09596595563119556,0.16188729296332927,0.09504074198596595,0.15307191210534454,0.1869044876774218,0.13368482898337955,0.08336283108383326,0.17584870730422394,0.09301457457899669]"
