first_player,second_player,faceoffs_together_count
Nick Bonino,Derek Stepan,3
Adam Lowry,Derek Stepan,3
Gabriel Landeskog,Derek Stepan,3
Tyler Seguin,Max Domi,3
Jason Dickinson,Max Domi,3
Derek Stepan,Max Domi,3
Nick Schmaltz,Max Domi,3
Jordan Staal,Max Domi,3
Lars Eller,Brad Richardson,3
Nic Dowd,Brad Richardson,3
Matt Duchene,Brad Richardson,3
Victor Rask,Christian Dvorak,3
Ryan O'Reilly,Christian Dvorak,3
Pierre-Luc Dubois,Christian Dvorak,3
Ryan Nugent-Hopkins,Christian Dvorak,3
Marcus Johansson,Christian Dvorak,3
Jack Eichel,Christian Dvorak,3
Casey Cizikas,Christian Dvorak,3
Ryan Strome,Christian Dvorak,3
Andrew Copp,Christian Dvorak,3
Pierre-Luc Dubois,Brayden Schenn,3
Boone Jenner,Brayden Schenn,3
Anze Kopitar,Brayden Schenn,3
Jeff Carter,Brayden Schenn,3
Trevor Lewis,Brayden Schenn,3
Pierre-Edouard Bellemare,Brayden Schenn,3
Nazem Kadri,Brayden Schenn,3
Sam Bennett,Travis Zajac,3
Mikael Backlund,Travis Zajac,3
Andrew Copp,Travis Zajac,3
Travis Konecny,Travis Zajac,3
Michael Raffl,Travis Zajac,3
Evgeni Malkin,Pavel Zacha,3
Mikael Backlund,Pavel Zacha,3
Jack Eichel,Pavel Zacha,3
Carl Soderberg,Oskar Sundqvist,3
Nazem Kadri,Oskar Sundqvist,3
Alexander Kerfoot,Oskar Sundqvist,3
Marcus Johansson,Anthony Cirelli,3
Josh Bailey,Anthony Cirelli,3
Phillip Danault,Anthony Cirelli,3
Artem Anisimov,Anthony Cirelli,3
John Tavares,Anthony Cirelli,3
Jason Spezza,Anthony Cirelli,3
Jordan Staal,Anthony Cirelli,3
Nick Bonino,J.T. Miller,3
Jeff Carter,J.T. Miller,3
Travis Zajac,J.T. Miller,3
Claude Giroux,J.T. Miller,3
Nick Bonino,Cedric Paquette,3
Marcus Johansson,Tyler Johnson,3
Nazem Kadri,Tyler Johnson,3
Nazem Kadri,Steven Stamkos,3
Pierre-Edouard Bellemare,Steven Stamkos,3
Phillip Danault,Steven Stamkos,3
Casey Cizikas,Brayden Point,3
Nick Bonino,Brayden Point,3
Tyson Jost,Brayden Point,3
Pierre-Edouard Bellemare,Brayden Point,3
Max Domi,Brayden Point,3
Artem Anisimov,Brayden Point,3
Pierre-Edouard Bellemare,Radek Faksa,3
Nazem Kadri,Radek Faksa,3
Claude Giroux,Radek Faksa,3
Boone Jenner,Radek Faksa,3
Nic Dowd,Radek Faksa,3
Richard Panik,Radek Faksa,3
Mark Scheifele,Connor McDavid,3
Ryan Getzlaf,Sebastian Aho,3
Adam Henrique,Sebastian Aho,3
Derek Grant,Sebastian Aho,3
Jeff Carter,Sebastian Aho,3
Anze Kopitar,Sebastian Aho,3
Mathew Barzal,Sebastian Aho,3
Travis Zajac,Derek Ryan,3
Nicklas Backstrom,Derek Ryan,3
Pierre-Luc Dubois,Derek Ryan,3
Boone Jenner,Derek Ryan,3
Bo Horvat,Derek Ryan,3
Nazem Kadri,Derek Ryan,3
Brayden Point,Mikael Granlund,3
Markus Granlund,Luke Kunin,3
Leon Draisaitl,Luke Kunin,3
Sidney Crosby,Luke Kunin,3
Jordan Staal,Joel Eriksson Ek,3
Adam Henrique,Joel Eriksson Ek,3
John Tavares,Joel Eriksson Ek,3
Nathan MacKinnon,Joel Eriksson Ek,3
Radek Faksa,Mikko Koivu,3
Markus Granlund,Mikko Koivu,3
Nathan MacKinnon,Mikko Koivu,3
Nathan MacKinnon,Alexander Wennberg,3
Nazem Kadri,Alexander Wennberg,3
Derek Stepan,Alexander Wennberg,3
Ryan Nugent-Hopkins,Alexander Wennberg,3
Alexander Kerfoot,Alexander Wennberg,3
Mathew Barzal,Alexander Wennberg,3
Radek Faksa,Alexander Wennberg,3
Ryan Getzlaf,Alexander Wennberg,3
Adam Henrique,Alexander Wennberg,3
Adam Henrique,William Karlsson,3
Pierre-Edouard Bellemare,William Karlsson,3
Mikael Backlund,William Karlsson,3
Derek Ryan,William Karlsson,3
Jonathan Toews,William Nylander,3
William Karlsson,William Nylander,3
Anze Kopitar,William Nylander,3
Lars Eller,William Nylander,3
Nick Foligno,William Nylander,3
Nic Dowd,Auston Matthews,3
Alexander Wennberg,Auston Matthews,3
Anthony Cirelli,Auston Matthews,3
Ryan Strome,Brian Boyle,3
Nicklas Backstrom,Brian Boyle,3
Bo Horvat,Brian Boyle,3
Mark Jankowski,Brian Boyle,3
Sean Monahan,Brian Boyle,3
Sam Gagner,Joe Thornton,3
Matt Duchene,Joe Thornton,3
Mikko Koivu,Joe Thornton,3
Marcus Johansson,Joe Thornton,3
Jack Eichel,Joe Thornton,3
Sam Bennett,Joe Thornton,3
Travis Zajac,Chris Tierney,3
Pierre-Luc Dubois,Max Domi,2
Anze Kopitar,Max Domi,2
Jeff Carter,Max Domi,2
Jack Eichel,Max Domi,2
Ryan O'Reilly,Brad Richardson,2
Tyler Bozak,Brad Richardson,2
Brock Nelson,Brad Richardson,2
Nick Bonino,Brad Richardson,2
Adam Lowry,Brad Richardson,2
Tyson Jost,Brad Richardson,2
Nathan MacKinnon,Brad Richardson,2
Lars Eller,Christian Dvorak,2
Nicklas Backstrom,Christian Dvorak,2
Riley Nash,Christian Dvorak,2
Sean Monahan,Christian Dvorak,2
Mark Jankowski,Christian Dvorak,2
Jujhar Khaira,Christian Dvorak,2
Max Domi,Christian Dvorak,2
Matt Duchene,Christian Dvorak,2
Ryan Getzlaf,Christian Dvorak,2
Derek Grant,Christian Dvorak,2
Nathan MacKinnon,Clayton Keller,2
Derek Stepan,Brayden Schenn,2
Sean Monahan,Brayden Schenn,2
Sam Bennett,Brayden Schenn,2
Leon Draisaitl,Brayden Schenn,2
Victor Rask,Brayden Schenn,2
Chris Wagner,Brayden Schenn,2
Artem Anisimov,Brayden Schenn,2
John Tavares,Brayden Schenn,2
Tyler Seguin,Brayden Schenn,2
Lars Eller,Brayden Schenn,2
Nic Dowd,Brayden Schenn,2
Phillip Danault,Ryan Hartman,2
Mark Jankowski,Travis Zajac,2
Bryan Little,Travis Zajac,2
Jordan Staal,Travis Zajac,2
Jakub Voracek,Travis Zajac,2
Jack Eichel,Travis Zajac,2
Mark Letestu,Travis Zajac,2
Leon Draisaitl,Pavel Zacha,2
Claude Giroux,Pavel Zacha,2
Christian Dvorak,Pavel Zacha,2
Bo Horvat,Pavel Zacha,2
Brandon Sutter,Pavel Zacha,2
Andrew Copp,Pavel Zacha,2
Riley Nash,Oskar Sundqvist,2
Brandon Sutter,Oskar Sundqvist,2
Brock Nelson,Oskar Sundqvist,2
Nicklas Backstrom,Oskar Sundqvist,2
Lars Eller,Oskar Sundqvist,2
Gabriel Landeskog,Michael Frolik,2
Brock Nelson,Anthony Cirelli,2
Nazem Kadri,Anthony Cirelli,2
Alexander Kerfoot,Anthony Cirelli,2
Zemgus Girgensons,Yanni Gourde,2
Tyler Seguin,J.T. Miller,2
Derek Grant,J.T. Miller,2
Evgeny Kuznetsov,J.T. Miller,2
Nicklas Backstrom,J.T. Miller,2
Ryan Strome,J.T. Miller,2
Elias Lindholm,J.T. Miller,2
Sidney Crosby,Cedric Paquette,2
Nathan MacKinnon,Alex Killorn,2
Tyson Jost,Tyler Johnson,2
Max Domi,Adam Erne,2
Evan Rodrigues,Steven Stamkos,2
Jeff Skinner,Steven Stamkos,2
Taylor Hall,Steven Stamkos,2
Gabriel Landeskog,Steven Stamkos,2
Josh Bailey,Brayden Point,2
Nazem Kadri,Brayden Point,2
J.T. Miller,Radek Faksa,2
Brock Boeser,Radek Faksa,2
Mark Jankowski,Radek Faksa,2
Phillip Danault,Radek Faksa,2
Victor Rask,Radek Faksa,2
Eric Staal,Radek Faksa,2
Derek Grant,Radek Faksa,2
Michael Raffl,Radek Faksa,2
Sean Couturier,Radek Faksa,2
Nick Foligno,Radek Faksa,2
Riley Nash,Radek Faksa,2
Marcus Johansson,Radek Faksa,2
Nazem Kadri,Connor McDavid,2
Ryan O'Reilly,Connor McDavid,2
Brayden Schenn,Connor McDavid,2
Nick Schmaltz,Connor McDavid,2
Boone Jenner,Connor McDavid,2
Adam Erne,Connor McDavid,2
Nic Dowd,Connor McDavid,2
Anze Kopitar,Connor McDavid,2
Lars Eller,Brock McGinn,2
Wayne Simmonds,Sebastian Aho,2
Elias Lindholm,Sebastian Aho,2
Pierre-Luc Dubois,Sebastian Aho,2
Nick Foligno,Sebastian Aho,2
Riley Nash,Sebastian Aho,2
Tyler Bozak,Derek Ryan,2
Carl Soderberg,Derek Ryan,2
Matt Duchene,Derek Ryan,2
Brock McGinn,Derek Ryan,2
Brett Connolly,Derek Ryan,2
Adam Henrique,Derek Ryan,2
Derek Grant,Derek Ryan,2
Ryan Getzlaf,Derek Ryan,2
Jay Beagle,Derek Ryan,2
J.T. Miller,Derek Ryan,2
Nathan MacKinnon,Derek Ryan,2
Cedric Paquette,Joseph Blandisi,2
Steven Stamkos,Joseph Blandisi,2
Victor Rask,Joseph Blandisi,2
Anthony Cirelli,Mikael Granlund,2
Anze Kopitar,Jason Zucker,2
Adam Henrique,Luke Kunin,2
Derek Grant,Luke Kunin,2
Tyler Bozak,Luke Kunin,2
Radek Faksa,Luke Kunin,2
Ryan Nugent-Hopkins,Luke Kunin,2
Max Domi,Luke Kunin,2
Adam Lowry,Luke Kunin,2
Mark Letestu,Luke Kunin,2
Matt Duchene,Luke Kunin,2
Gabriel Landeskog,Luke Kunin,2
Nathan MacKinnon,Marcus Foligno,2
Carl Soderberg,Joel Eriksson Ek,2
Derek Grant,Joel Eriksson Ek,2
Brayden Schenn,Joel Eriksson Ek,2
Oskar Sundqvist,Joel Eriksson Ek,2
Phillip Danault,Joel Eriksson Ek,2
Andrew Copp,Joel Eriksson Ek,2
Nick Bonino,Joel Eriksson Ek,2
Matt Duchene,Joel Eriksson Ek,2
Gabriel Landeskog,Joel Eriksson Ek,2
Trevor Lewis,Mikko Koivu,2
Ryan Nugent-Hopkins,Mikko Koivu,2
Mark Letestu,Mikko Koivu,2
Gabriel Landeskog,Mikko Koivu,2
Brock Nelson,Cam Atkinson,2
Pierre-Edouard Bellemare,Alexander Wennberg,2
Nick Schmaltz,Alexander Wennberg,2
Elias Lindholm,Alexander Wennberg,2
Derek Ryan,Alexander Wennberg,2
Sean Monahan,Alexander Wennberg,2
Michael Raffl,Alexander Wennberg,2
Sam Reinhart,Alexander Wennberg,2
Marcus Johansson,Alexander Wennberg,2
John Tavares,William Karlsson,2
Cam Atkinson,William Karlsson,2
Boone Jenner,William Karlsson,2
Blake Wheeler,William Karlsson,2
Gabriel Landeskog,William Karlsson,2
Nick Bonino,William Karlsson,2
Matt Duchene,William Karlsson,2
Christian Dvorak,William Karlsson,2
Carl Soderberg,William Karlsson,2
Travis Konecny,William Nylander,2
Alexander Wennberg,William Nylander,2
Riley Nash,William Nylander,2
Brayden Schenn,William Nylander,2
Pierre-Luc Dubois,William Nylander,2
Brock Nelson,Zach Hyman,2
Travis Konecny,Auston Matthews,2
Oliver Bjorkstrand,Auston Matthews,2
Eric Staal,Auston Matthews,2
Tyler Bozak,Auston Matthews,2
Artem Anisimov,Auston Matthews,2
John Tavares,Connor Brown,2
Claude Giroux,Mitchell Marner,2
Jonathan Toews,Patrick Marleau,2
Mark Scheifele,Brian Boyle,2
Chris Wagner,Brian Boyle,2
Mathew Barzal,Brian Boyle,2
Nathan MacKinnon,Brian Boyle,2
J.T. Miller,Brian Boyle,2
Connor McDavid,Brian Boyle,2
Joseph Blandisi,Brian Boyle,2
Connor McDavid,Joe Thornton,2
Nick Bonino,Joe Thornton,2
Luke Kunin,Joe Thornton,2
Bo Horvat,Joe Thornton,2
Mikael Backlund,Joe Thornton,2
Jakob Silfverberg,Joe Thornton,2
Jeff Carter,Chris Tierney,2
Anze Kopitar,Chris Tierney,2
Noel Acciari,Jared McCann,2
Jason Dickinson,Jared McCann,2
Mikko Koivu,Jared McCann,2
Mark Scheifele,Denis Malgin,2
Chandler Stephenson,Denis Malgin,2
Pierre-Edouard Bellemare,Denis Malgin,2
Ryan Nugent-Hopkins,Denis Malgin,2
Sean Monahan,Denis Malgin,2
Elias Lindholm,Denis Malgin,2
Ryan Johansen,Denis Malgin,2
J.T. Compher,Denis Malgin,2
Sidney Crosby,Aleksander Barkov,2
Gabriel Landeskog,Aleksander Barkov,2
Pavel Zacha,Aleksander Barkov,2
Alex Killorn,Aleksander Barkov,2
Chris Wagner,Frederik Gauthier,2
Brock Nelson,Frederik Gauthier,2
Andrew Shaw,Frederik Gauthier,2
Lars Eller,Frederik Gauthier,2
Joe Thornton,Frederik Gauthier,2
Sean Kuraly,Frederik Gauthier,2
Riley Nash,Frederik Gauthier,2
Victor Rask,Frederik Gauthier,2
Valtteri Filppula,Frederik Gauthier,2
Brayden Point,Frederik Gauthier,2
Artem Anisimov,Frederik Gauthier,2
Jean-Gabriel Pageau,Frederik Gauthier,2
Yanni Gourde,Jordan Weal,2
Auston Matthews,Charlie Coyle,2
Max Domi,Charlie Coyle,2
Evgeni Malkin,Charlie Coyle,2
Nick Bjugstad,Charlie Coyle,2
Chris Tierney,Charlie Coyle,2
Jason Spezza,Charlie Coyle,2
Yanni Gourde,Charlie Coyle,2
Steven Stamkos,Charlie Coyle,2
Nico Hischier,Charlie Coyle,2
Travis Zajac,Charlie Coyle,2
Gabriel Landeskog,Charlie Coyle,2
Pierre-Edouard Bellemare,Charlie Coyle,2
Jamie Benn,Charlie Coyle,2
Christian Dvorak,Charlie Coyle,2
Victor Rask,Erik Haula,2
Curtis Lazar,Erik Haula,2
Milan Lucic,Erik Haula,2
Oliver Bjorkstrand,Erik Haula,2
Pierre-Luc Dubois,Erik Haula,2
Logan Couture,Erik Haula,2
Leo Komarov,Erik Haula,2
Steven Stamkos,Erik Haula,2
T.J. Oshie,Erik Haula,2
Tyler Seguin,Scott Laughton,2
Joe Pavelski,Scott Laughton,2
Ryan Nugent-Hopkins,Scott Laughton,2
Mark Jankowski,Scott Laughton,2
Elias Lindholm,Scott Laughton,2
Sean Monahan,Scott Laughton,2
J.T. Miller,Scott Laughton,2
Andrew Shaw,Scott Laughton,2
Auston Matthews,Adrian Kempe,2
J.T. Miller,Adrian Kempe,2
Victor Rask,Adrian Kempe,2
Bryan Little,Adrian Kempe,2
Mark Jankowski,Adrian Kempe,2
Ryan Nugent-Hopkins,Adrian Kempe,2
Tyler Seguin,Andrew Mangiapane,2
Chris Tierney,Kevin Hayes,2
Evgeny Kuznetsov,Kevin Hayes,2
Max Domi,Kevin Hayes,2
Nick Bjugstad,Kevin Hayes,2
Josh Bailey,Kevin Hayes,2
Brock Nelson,Kevin Hayes,2
Cam Atkinson,Kevin Hayes,2
Joe Pavelski,Kevin Hayes,2
Tyler Seguin,Kevin Hayes,2
Jason Dickinson,Kevin Hayes,2
Connor McDavid,Kevin Hayes,2
Mikael Backlund,Kevin Hayes,2
Mark Jankowski,Kevin Hayes,2
Brian Boyle,Chris Kreider,2
Bo Horvat,Chris Kreider,2
Derek Grant,Frans Nielsen,2
William Karlsson,Frans Nielsen,2
Sean Kuraly,Frans Nielsen,2
David Krejci,Frans Nielsen,2
Patrice Bergeron,Frans Nielsen,2
Craig Smith,Frans Nielsen,2
Matt Duchene,Frans Nielsen,2
Nick Bonino,Frans Nielsen,2
Kyle Turris,Frans Nielsen,2
Denis Malgin,Frans Nielsen,2
Oskar Sundqvist,Frans Nielsen,2
Brayden Schenn,Frans Nielsen,2
Jean-Gabriel Pageau,Frans Nielsen,2
J.T. Miller,Frans Nielsen,2
Joe Pavelski,Tyler Graovac,2
Nick Bonino,Justin Abdelkader,2
Brian Boyle,Justin Abdelkader,2
Erik Haula,Justin Abdelkader,2
Ryan Getzlaf,Justin Abdelkader,2
William Karlsson,Gustav Nyquist,2
Claude Giroux,Gustav Nyquist,2
Sean Kuraly,Dylan Larkin,2
Chris Kreider,Dylan Larkin,2
Denis Malgin,Dylan Larkin,2
Tyler Bozak,Dylan Larkin,2
Zemgus Girgensons,Dylan Larkin,2
Sam Reinhart,Dylan Larkin,2
Frederik Gauthier,Dylan Larkin,2
Brandon Sutter,Luke Glendening,2
Sam Bennett,Luke Glendening,2
Elias Lindholm,Luke Glendening,2
Sean Monahan,Luke Glendening,2
Auston Matthews,Luke Glendening,2
Nick Bonino,Luke Glendening,2
Matt Duchene,Luke Glendening,2
J.T. Compher,Riley Sheahan,2
Pierre-Edouard Bellemare,Riley Sheahan,2
Vladislav Kamenev,Riley Sheahan,2
Pavel Zacha,Riley Sheahan,2
Riley Nash,Riley Sheahan,2
Pierre-Luc Dubois,Riley Sheahan,2
Mark Scheifele,Riley Sheahan,2
Adam Lowry,Riley Sheahan,2
Blake Wheeler,Riley Sheahan,2
Luke Glendening,Riley Sheahan,2
Scott Laughton,Riley Sheahan,2
Derick Brassard,Riley Sheahan,2
Ryan Getzlaf,Andreas Athanasiou,2
Nick Shore,Andreas Athanasiou,2
Nick Bonino,Anthony Mantha,2
Sidney Crosby,Ryan Carpenter,2
Evgeni Malkin,Ryan Carpenter,2
Evander Kane,Ryan Carpenter,2
Devin Shore,Ryan Carpenter,2
Jeff Carter,Ryan Carpenter,2
Sean Couturier,Ryan Carpenter,2
Evgeny Kuznetsov,Ryan Carpenter,2
Riley Sheahan,Ryan Carpenter,2
Mark Scheifele,Ryan Carpenter,2
Scott Laughton,Ryan Carpenter,2
Kevin Hayes,Ryan Carpenter,2
Luke Kunin,Timo Meier,2
Jonathan Toews,Timo Meier,2
Ryan Johansen,Timo Meier,2
Frederik Gauthier,Jake DeBrusk,2
Erik Haula,Johan Larsson,2
Cedric Paquette,Johan Larsson,2
Anthony Cirelli,Johan Larsson,2
Nick Schmaltz,Johan Larsson,2
Anthony Mantha,Johan Larsson,2
Joe Thornton,Johan Larsson,2
Logan Couture,Johan Larsson,2
Jeff Carter,Johan Larsson,2
Anze Kopitar,Johan Larsson,2
Adam Henrique,Johan Larsson,2
Noel Acciari,Johan Larsson,2
Riley Nash,Johan Larsson,2
Travis Zajac,Johan Larsson,2
Brayden Point,Lias Andersson,2
Brian Boyle,Lias Andersson,2
Jean-Gabriel Pageau,Lias Andersson,2
Yanni Gourde,Lias Andersson,2
Charlie Coyle,Lias Andersson,2
Brandon Sutter,Lias Andersson,2
Lars Eller,Lias Andersson,2
Nic Dowd,Lias Andersson,2
Sean Kuraly,Mika Zibanejad,2
T.J. Oshie,Mika Zibanejad,2
Chris Tierney,Mika Zibanejad,2
Jean-Gabriel Pageau,Filip Chytil,2
Matt Duchene,Filip Chytil,2
Nick Bonino,Filip Chytil,2
William Karlsson,Colton Sissons,2
Anze Kopitar,Colton Sissons,2
Adrian Kempe,Colton Sissons,2
Lars Eller,Colton Sissons,2
Joel Eriksson Ek,Colton Sissons,2
Claude Giroux,Jonathan Marchessault,2
Colton Sissons,Jonathan Marchessault,2
Brad Richardson,Jonathan Marchessault,2
Ryan Johansen,Zach Parise,2
Connor McDavid,Zach Parise,2
Vincent Trocheck,Patrick Maroon,2
Adam Erne,Paul Stastny,2
T.J. Oshie,Paul Stastny,2
Garnet Hathaway,Paul Stastny,2
Frederik Gauthier,Paul Stastny,2
William Nylander,Paul Stastny,2
Alexander Kerfoot,Paul Stastny,2
Adam Lowry,Paul Stastny,2
Tyson Jost,Paul Stastny,2
Sean Couturier,Paul Stastny,2
Adrian Kempe,Paul Stastny,2
Derek Ryan,Paul Stastny,2
Sean Kuraly,Paul Stastny,2
Chris Wagner,Paul Stastny,2
Anze Kopitar,Ryan Reaves,2
Adam Lowry,Ryan Reaves,2
Nick Bonino,Ryan Reaves,2
Brad Richardson,Ryan Reaves,2
Ryan Getzlaf,Robby Fabbri,2
Andrew Shaw,Cody Eakin,2
Frans Nielsen,Cody Eakin,2
Nicklas Backstrom,Cody Eakin,2
Chandler Stephenson,Cody Eakin,2
William Nylander,Cody Eakin,2
Boone Jenner,Cody Eakin,2
Nick Foligno,Cody Eakin,2
Andrew Copp,Cody Eakin,2
Jordan Weal,Cody Eakin,2
Jonathan Drouin,Cody Eakin,2
Kevin Hayes,Cody Eakin,2
Joseph Blandisi,Cody Eakin,2
Travis Konecny,Nick Paul,2
Claude Giroux,Nick Paul,2
Anze Kopitar,Nick Paul,2
Filip Chytil,Nick Paul,2
Chris Wagner,Nick Paul,2
Patrice Bergeron,Nick Paul,2
Tomas Hertl,Nick Paul,2
Brock Nelson,Nick Paul,2
Boone Jenner,Nate Thompson,2
Pierre-Luc Dubois,Nate Thompson,2
Jeff Carter,Nate Thompson,2
Travis Konecny,Nate Thompson,2
Radek Faksa,Nate Thompson,2
Joe Pavelski,Nate Thompson,2
Jamie Benn,Nate Thompson,2
Tomas Hertl,Nate Thompson,2
Mikko Koivu,Nate Thompson,2
Yanni Gourde,Nate Thompson,2
Steven Stamkos,Nate Thompson,2
Tyler Johnson,Nate Thompson,2
Valtteri Filppula,Nate Thompson,2
Luke Glendening,Nate Thompson,2
Evan Rodrigues,Nate Thompson,2
Sebastian Aho,Nate Thompson,2
Colton Sissons,Gabriel Dumont,2
Ryan Johansen,Gabriel Dumont,2
Patrice Bergeron,Oskar Lindblom,2
Boone Jenner,Ivan Barbashev,2
Jacob de la Rose,Ivan Barbashev,2
Patrice Bergeron,Ivan Barbashev,2
Charlie Coyle,Ivan Barbashev,2
J.T. Compher,Ivan Barbashev,2
Jordan Weal,Ivan Barbashev,2
Brandon Sutter,Ivan Barbashev,2
Brock Nelson,Ivan Barbashev,2
Leo Komarov,Ivan Barbashev,2
Derick Brassard,Ivan Barbashev,2
Joe Pavelski,Ivan Barbashev,2
Brock Nelson,Vladimir Sobotka,2
Nicklas Backstrom,Vladimir Sobotka,2
Joe Thornton,Vladimir Sobotka,2
Jeff Carter,Vladimir Sobotka,2
Anze Kopitar,Vladimir Sobotka,2
Tyler Seguin,Vladimir Sobotka,2
Vincent Trocheck,Vladimir Sobotka,2
Phillip Danault,Vladimir Sobotka,2
Cody Eakin,David Kampf,2
Kasperi Kapanen,David Kampf,2
Alexander Kerfoot,David Kampf,2
Nick Bjugstad,David Kampf,2
Evgeni Malkin,David Kampf,2
Sidney Crosby,David Kampf,2
Bo Horvat,David Kampf,2
Derek Grant,David Kampf,2
Adrian Kempe,David Kampf,2
Anze Kopitar,David Kampf,2
Sebastian Aho,David Kampf,2
Paul Stastny,David Kampf,2
Sidney Crosby,Zack Smith,2
Markus Granlund,Zack Smith,2
Valtteri Filppula,Greg McKegg,2
Sean Kuraly,Greg McKegg,2
Bryan Little,Tomas Nosek,2
Pierre-Edouard Bellemare,Tomas Nosek,2
Tyson Jost,Tomas Nosek,2
David Kampf,Tomas Nosek,2
Claude Giroux,Tomas Nosek,2
Nick Paul,Tomas Nosek,2
Colton Sissons,Tomas Nosek,2
Ryan Johansen,Tomas Nosek,2
Kyle Turris,Tomas Nosek,2
Patrice Bergeron,Tomas Nosek,2
Brock Nelson,Jack Roslovic,2
Joseph Blandisi,Jack Roslovic,2
Andrew Shaw,Jack Roslovic,2
Jonathan Toews,Jack Roslovic,2
Zack Smith,Jack Roslovic,2
Eric Staal,Jack Roslovic,2
Joel Eriksson Ek,Jack Roslovic,2
Pavel Zacha,Jack Roslovic,2
Mathew Barzal,Jack Roslovic,2
Jean-Gabriel Pageau,Darren Helm,2
Travis Zajac,Colin White,2
Pavel Zacha,Colin White,2
Nico Hischier,Colin White,2
Radek Faksa,Colin White,2
Jason Dickinson,Colin White,2
Carl Soderberg,Colin White,2
Eric Staal,Colin White,2
Luke Kunin,Colin White,2
Oskar Sundqvist,Colin White,2
Frederik Gauthier,Colin White,2
Derek Grant,Barclay Goodrow,2
Ryan Getzlaf,Barclay Goodrow,2
Jakob Silfverberg,Barclay Goodrow,2
Ryan Johansen,Barclay Goodrow,2
Mikko Koivu,Barclay Goodrow,2
David Kampf,Barclay Goodrow,2
Jay Beagle,Barclay Goodrow,2
Blake Wheeler,Barclay Goodrow,2
Andrew Copp,Barclay Goodrow,2
Mark Scheifele,Barclay Goodrow,2
Chris Tierney,Barclay Goodrow,2
Auston Matthews,Barclay Goodrow,2
Frederik Gauthier,Barclay Goodrow,2
Jason Spezza,Barclay Goodrow,2
Erik Haula,Barclay Goodrow,2
Mikael Backlund,Barclay Goodrow,2
Kyle Turris,Barclay Goodrow,2
Alexander Kerfoot,Dylan Strome,2
Evgeni Malkin,Dylan Strome,2
Adrian Kempe,Dylan Strome,2
Nick Bonino,Dylan Strome,2
Sebastian Aho,Dylan Strome,2
Michael Raffl,Dylan Strome,2
Mark Letestu,Dylan Strome,2
Mark Scheifele,Dylan Strome,2
Valtteri Filppula,Michael Amadio,2
Luke Kunin,Michael Amadio,2
Eric Staal,Michael Amadio,2
Frederik Gauthier,Michael Amadio,2
David Kampf,Michael Amadio,2
Mark Scheifele,Michael Amadio,2
Adam Lowry,Michael Amadio,2
Sean Monahan,Michael Amadio,2
Kyle Okposo,Michael Amadio,2
Jordan Staal,Michael Amadio,2
Jonathan Marchessault,Michael Amadio,2
Leon Draisaitl,Michael Amadio,2
Ryan Nugent-Hopkins,Michael Amadio,2
Evgeny Kuznetsov,Dominic Toninato,2
Jordan Weal,Warren Foegele,2
Christian Dvorak,Jordan Szwarz,2
Victor Rask,Jordan Szwarz,2
Mikko Koivu,Lucas Wallmark,2
Evan Rodrigues,Lucas Wallmark,2
Filip Chlapik,Lucas Wallmark,2
Nico Hischier,Lucas Wallmark,2
Jacob de la Rose,Lucas Wallmark,2
Justin Abdelkader,Lucas Wallmark,2
Dylan Larkin,Lucas Wallmark,2
Anze Kopitar,Lucas Wallmark,2
Nic Dowd,Lucas Wallmark,2
Nicklas Backstrom,Lucas Wallmark,2
Bo Horvat,Justin Dowling,2
Derek Ryan,Justin Dowling,2
Vladislav Kamenev,Justin Dowling,2
Nick Bjugstad,Justin Dowling,2
Colin White,Justin Dowling,2
Michael Raffl,Justin Dowling,2
Sean Couturier,Justin Dowling,2
Claude Giroux,Justin Dowling,2
Joseph Blandisi,Justin Dowling,2
Brayden Schenn,Justin Dowling,2
Ryan O'Reilly,Colby Cave,2
Derek Stepan,Colby Cave,2
Carl Soderberg,Colby Cave,2
Anze Kopitar,Colby Cave,2
Chris Tierney,Kevin Rooney,2
Jean-Gabriel Pageau,Kevin Rooney,2
Derek Ryan,Kevin Rooney,2
Sam Bennett,Kevin Rooney,2
Mark Scheifele,Kevin Rooney,2
Bryan Little,Kevin Rooney,2
Adam Lowry,Kevin Rooney,2
Brock McGinn,Kevin Rooney,2
Christian Dvorak,Kevin Rooney,2
Michael Raffl,Kevin Rooney,2
Ryan O'Reilly,Jordan Greenway,2
Nazem Kadri,Jordan Greenway,2
Alexander Kerfoot,Dylan Gambrell,2
Max Domi,Dylan Gambrell,2
Nick Cousins,Dylan Gambrell,2
Jack Eichel,Dylan Gambrell,2
Erik Haula,Dylan Gambrell,2
Mikael Backlund,Dylan Gambrell,2
Colton Sissons,Dylan Gambrell,2
Jonathan Marchessault,Dylan Gambrell,2
Paul Stastny,Dylan Gambrell,2
Tomas Nosek,Dylan Gambrell,2
Matt Duchene,Dylan Gambrell,2
Pierre-Edouard Bellemare,Adam Henrique,2
Derek Grant,Kyle Okposo,2
Jack Eichel,Evander Kane,2
Pierre-Edouard Bellemare,Ryan O'Reilly,2
Ryan Getzlaf,Matt Duchene,2
Vinnie Hinostroza,Matt Duchene,2
Nick Schmaltz,Gabriel Landeskog,2
Matt Duchene,Carl Soderberg,2
Adam Henrique,Carl Soderberg,2
Ryan Getzlaf,Carl Soderberg,2
Ryan Getzlaf,Nathan MacKinnon,2
Derek Grant,Nathan MacKinnon,2
Nathan MacKinnon,Blake Wheeler,2
