Player,embedding
Tyler Motte,"[0.1471910616111203,0.09946995447098513,0.14429098707977603,0.11633023155456981,0.14322494270776417,0.09865343225706616,0.09919976935826427,0.16160544943584731,0.10546635685703702,0.1419470317172634,0.1566899962027184,0.14480213226200925,0.07058325012824256,0.09757735186751032,0.14835521061681362,0.15120906489122762,0.0917819505466377,0.10100992981768923,0.07873690885827778,0.12407160911980393,0.08255480816766393,0.11596339251016063,0.11360919397091014,0.13232521833798894,0.15751331445006525,0.14567438742303104,0.10637152092948489,0.11343662761258747,0.09889920005506658,0.10582739666491021,0.07564161748285907,0.1349649381412315,0.09230115335462802,0.11061429848780877,0.15531166344224576,0.10705909901885609,0.16298069590132677,0.1621315603466957,0.1310378025727951,0.0948497772256617,0.16197744243544449,0.162998583223532,0.13730206211871085,0.14300190500261725,0.13396312638164443,0.10802828566861224,0.08722659822758783,0.14856643914437562,0.11474056830889748,0.07366260270704802,0.16961843613447905,0.09998702754964071,0.1256644008207075,0.1453840614021143,0.17223645579554067,0.09909142519820717,0.09853802969632472,0.10323668802100593,0.08473725545665617,0.07345151611021457,0.16513991244769055,0.1182408927205242,0.14958143424974873,0.09265340133679724]"
Michal Kempny,"[0.14696920740772465,0.09931132762679759,0.14414523969352647,0.11643365042955713,0.1429863854819549,0.09846665293393053,0.09917928309216795,0.1618912617116595,0.10536352536704427,0.14195603045592445,0.15688630074066123,0.14485104393430975,0.07056004070474409,0.09753310613838402,0.14819974227581892,0.15138913645609353,0.09197463697667256,0.10069336107959297,0.07874783902293062,0.1244489607871732,0.08240852913163221,0.11621233038225115,0.1138363822889054,0.1321653203409958,0.15760490884816414,0.14531696471239502,0.10636358493345928,0.11340199821243407,0.09884519576773633,0.10587943100493379,0.0755599305334615,0.1349003185958155,0.09216182140061907,0.1103140066884672,0.15526852194595522,0.10694224293918675,0.16281463519625827,0.16234875866640264,0.13134187113590945,0.09478448632939793,0.16188323154396975,0.16302429386863437,0.13751665940445373,0.14329192431057572,0.13438408213523853,0.10846715356188236,0.08703694606903507,0.1485958207278603,0.11478111866441787,0.07364395622863426,0.1699493627458464,0.09997051102099766,0.12560547882006948,0.14528684339309586,0.17222481524960848,0.0988538410627859,0.09839858308371367,0.10338828065555809,0.0844593165738911,0.07325853049831647,0.1650295981996364,0.11797459799542954,0.14963049415452231,0.09243816141749865]"
Cam Fowler,"[0.14697225219776947,0.09920947996767397,0.1440784970463542,0.11640439234967194,0.14290894542118582,0.09828662448136163,0.09912713090259254,0.16197085121051702,0.105301583526064,0.14196452337892435,0.15696117016005864,0.14489935288837139,0.07049953520728468,0.09746744025442614,0.14813702248120197,0.1514307747668397,0.09200707832239328,0.10053336451567918,0.0786890174155621,0.1246116470627638,0.08233463735976015,0.1162967293298731,0.1139269615442464,0.132136252381295,0.15774525276747936,0.14516122850084606,0.10632456667028757,0.11335533152330372,0.09885159570624016,0.10588557612458031,0.0754568443579591,0.13490058903889637,0.09211595514956482,0.11015997578071297,0.15529310718542913,0.10687734581245749,0.1627528421981773,0.16243104738366845,0.13148085255996636,0.09476179831227428,0.16192482235141367,0.16305230355591369,0.1375262180889744,0.14346104191504644,0.13455112212899448,0.10865553786456716,0.08687621756998141,0.14865581522517207,0.11477385137861075,0.07360493921050754,0.1700539115890463,0.09998879348667512,0.12555761242435756,0.14530255318001012,0.17226804549813807,0.09871012702973768,0.09832714587560819,0.10347459542283828,0.08429160595873143,0.07317039605293978,0.16498956274006604,0.11790091532731328,0.1497101116520819,0.09237885786544213]"
Ryan Getzlaf,"[0.14706274269607378,0.0992749234712761,0.1441433817004497,0.11636337075903169,0.14301018415229122,0.09835893051942896,0.09913190155325344,0.16185749102725877,0.10533862621478741,0.1419643038194556,0.1568779589417363,0.14487872640060834,0.0705076058245178,0.09747701833947095,0.14821043417721322,0.15135661844086853,0.09194086935191073,0.10066565413267468,0.07868870817294764,0.12446070713448235,0.08238543851103693,0.11618866881535192,0.11382416445419072,0.13220763799679797,0.15769466778724453,0.14531694750614388,0.10632890052464743,0.1133729271375547,0.09887917205237272,0.10585689515611316,0.07548495687781183,0.1349345806530474,0.09217359492928742,0.11029059717045904,0.15530881551910547,0.10693352828292917,0.1628303612898069,0.16234246819668693,0.13135558825445712,0.0947876631456415,0.16196314909459927,0.16303932673463975,0.13744491326220476,0.14332709484220607,0.13437030545786177,0.1084768591619212,0.08695243969493989,0.14863869054914916,0.11475959611658985,0.07360316155877905,0.16992000343663674,0.0999976559311679,0.1255784129888514,0.14534635950616367,0.17227841925073523,0.0988115156287766,0.09837891445848967,0.10340437109715751,0.08440649199329679,0.07324553066780658,0.1650367535287588,0.1180098396362801,0.14968698455509188,0.09246462721835254]"
Brandon Montour,"[0.14699060665184183,0.0994493031239659,0.14422368020910753,0.11645667103093706,0.14309818096675841,0.09873877575239683,0.09926037537706708,0.16175160811321082,0.10546581028570479,0.14191264422154234,0.15677810028687442,0.14477408469059813,0.07065063558340672,0.09764413139295341,0.1482670793851126,0.15132578804148375,0.09187085935911933,0.10094051568227806,0.07880927420089487,0.12417806603683827,0.08255184059314447,0.11608996476566635,0.11372338713256268,0.13219505091722344,0.15745277372897282,0.1455231030013734,0.10641825423433483,0.11343764573269757,0.09884345936818546,0.10588563129740898,0.07571804334024686,0.13488738120037763,0.09223958426987289,0.11052074541250673,0.15525664614422396,0.10700010503932694,0.1628764122272286,0.16221811290727461,0.1311412591250922,0.09483611610868092,0.16184341666617794,0.16299538014204792,0.13746970009931864,0.14309253422158943,0.13413941056776224,0.10817754456512789,0.08727285253338919,0.14853201402716257,0.11477095126591773,0.0737265195442628,0.16977095740988515,0.09995182939095495,0.12568671575111046,0.14526380168525035,0.17216260720955598,0.09905581252778695,0.09852796074445734,0.10330419710237143,0.08469580864769002,0.0734132831649801,0.1650747578464276,0.11810195710364033,0.14953397094976098,0.0925480524668877]"
Hampus Lindholm,"[0.14694387013494237,0.09941497416106129,0.1441935176014767,0.11647849597624547,0.14304859495957506,0.0986812235437416,0.09925208759951681,0.16181378055095857,0.10543994833073936,0.14192518642386232,0.15682181319236935,0.14479251527388126,0.07063920967961065,0.09762818456620827,0.14823558493663422,0.15136236765831346,0.09191869674355349,0.10085645770023759,0.07880975199700374,0.12427499593316758,0.0825094951354171,0.11614605458765719,0.11377186643308172,0.13216822630924302,0.1574753849302293,0.14544324042141382,0.1064112689014672,0.11343863069882108,0.09882545220780259,0.10589489615240268,0.07569080560165993,0.13487606255527204,0.09220367404987716,0.11045332846999294,0.15524520747498127,0.10698456267801269,0.1628459429936137,0.16226762541271167,0.13120915516904066,0.09481475043132999,0.1618259914195051,0.162999758904178,0.13751285427804422,0.14315567040945756,0.13423849400671786,0.10828134425776917,0.08722001371390974,0.14853773084771577,0.11478505987514721,0.07371378534413264,0.1698493608927611,0.09994658509389144,0.12566713266774165,0.14524752305238464,0.1721611993140752,0.09899820136460534,0.09849013167698768,0.10332847742121813,0.08463087795203476,0.073360415233034,0.16505887340095726,0.11803919131138149,0.14954749757059052,0.0924958653672638]"
Andrew Cogliano,"[0.1469964935867125,0.09940431612252425,0.14420006755796017,0.11644295970597075,0.1430711547677618,0.09862934340270596,0.09922875202450944,0.1617867818090491,0.10542963013443438,0.1419348838125784,0.1568098997987481,0.14480717665111786,0.07061236696222423,0.0975988366574895,0.14825004965195526,0.15133900435294922,0.09190107790752013,0.10084819875275532,0.07878219662478647,0.12427344327358954,0.08249728260621352,0.116124712200743,0.11375441015073444,0.1321997660939384,0.15751214940308383,0.14545902727318216,0.10639257321830546,0.1134310896558797,0.09884104916905337,0.10588019289532576,0.07565286468162627,0.13489744774864976,0.09221216301656521,0.11045535120746004,0.15526420472871966,0.10699150715295377,0.16286523892686497,0.16225678176617342,0.13120416949203353,0.09481522212197395,0.16186834453329124,0.16300472623022638,0.13747108613589806,0.1431575445961983,0.13421803718097827,0.10827274414723154,0.08718223708909281,0.1485547212885382,0.11477752534574188,0.07368859647051793,0.16982638202307995,0.09995931287356848,0.12565266425967328,0.1452823364362437,0.1721877161611529,0.09898552294500697,0.09848224573036508,0.10332345038833021,0.08461539121758997,0.07335582174328203,0.16507127383078046,0.11806340424215547,0.14957222974738552,0.09251219310728268]"
Corey Perry,"[0.1470006436742435,0.09939150445666392,0.14419329583950108,0.11643613103188162,0.14306321346356257,0.09861127299866179,0.09922126888997805,0.16179595423155044,0.10542185251220962,0.1419315274411161,0.1568168635708048,0.14480967276819334,0.070606008413288,0.09758924487735017,0.1482452282802325,0.15134292427246035,0.09190390615965638,0.10083822370533889,0.07877471281056453,0.12428648833441701,0.08249056365661929,0.11613047442216964,0.1137614119879102,0.13219579180164842,0.15752642232428163,0.1454440376326954,0.10639025054782061,0.11342188448869563,0.09884855879405989,0.10587846961401697,0.07564108362002368,0.13490026083802656,0.09221046869261447,0.11043974296617266,0.15526907406872273,0.10698168449795058,0.16285864684866344,0.1622651058320333,0.13121918304646846,0.09481621694770691,0.16187548675627705,0.16300804132392377,0.13747223091838184,0.1431732106096584,0.1342289637735965,0.10829110729388092,0.0871653543435823,0.14856215618728766,0.11477307167745564,0.07368425309824052,0.16983372180914896,0.09996435868918911,0.12564871289294927,0.14528555801692955,0.1721966890521783,0.09897195783172957,0.09847491647044561,0.10333632144933845,0.08459696024412511,0.07334969104145356,0.16506341958317966,0.11805936197754421,0.1495816888594726,0.09250981323614811]"
Derek Grant,"[0.14696807700573156,0.09911531149070102,0.14402411552699323,0.11638416809636022,0.14284107730858966,0.09809634668223487,0.09907082620810813,0.16205620509366536,0.10523106111619347,0.1419880156219938,0.15702966778054384,0.14495048113098508,0.07043684854886334,0.09738613053230724,0.14809524813291872,0.151469927000626,0.0920693734867424,0.1003699219517205,0.07864217386998522,0.12479039721963014,0.08223775016916492,0.1163705792465361,0.11399593052634222,0.13212376761159356,0.15785178858861693,0.14502322445914248,0.1062863395149026,0.11332806573323544,0.09885799086703397,0.10587825430813137,0.07534353691160008,0.1349145840154166,0.09206539749323063,0.11002454279003647,0.15530790121568708,0.10684151713213372,0.162714612009501,0.16251321370002816,0.13161410941307414,0.09473105541163879,0.16196159898956916,0.1630715883496171,0.13754919580954236,0.1435938742904456,0.13470543739186994,0.10884855916044651,0.08671315410759463,0.14869896544773095,0.1147785978002819,0.07354415367338699,0.17016634738563682,0.10000636821340367,0.12550007152052498,0.14532505148829836,0.17231622302660476,0.09857665438184854,0.09824258887659706,0.10353323790869465,0.08413203696146454,0.07306814918883044,0.1649631279725976,0.11782107709267839,0.1497797362167965,0.09230919724231831]"
Nick Ritchie,"[0.14711388025822134,0.09952633936378871,0.1442991154303901,0.11639406110785541,0.14322007073541237,0.09884435113586576,0.09926874788551307,0.16160335186158023,0.10551973245133696,0.14189731983726625,0.15667379261666123,0.14474340676545266,0.07066451436808928,0.09766691674484115,0.148347700612619,0.1512311401101624,0.09176345104512132,0.10112217504388026,0.07879902413899327,0.1239669380576807,0.08263610322111514,0.11595553288360433,0.11360336906980009,0.13227169339697656,0.15740801543233263,0.1457109273023288,0.10642600687852967,0.11344249757170884,0.09888622452136646,0.10585730521187454,0.0757633943365232,0.13492322156648687,0.0923212614534101,0.11067496698063783,0.15528481596243798,0.1070476745428265,0.1629579966434785,0.16210434884865124,0.13098291363641726,0.09487947288660353,0.16189693409591888,0.1629840257013742,0.13735788992012324,0.14294244721650715,0.13390818788041403,0.10794199587119335,0.08737480122568651,0.14852133257906752,0.11474018719572883,0.07374159697056068,0.16958846049153675,0.09996543749561398,0.12572258223824226,0.14531562251948882,0.1721745244677364,0.09918223939866919,0.09860376621913187,0.1032377597014764,0.08483923575913521,0.07352569522752846,0.1651215310311009,0.11825004352350092,0.14951058693915525,0.09267022459773924]"
Josh Manson,"[0.14710720956372852,0.0991457040847847,0.14407662256092185,0.11630334043420355,0.1429448907634729,0.09805975369135254,0.09903861237755841,0.1619385731557399,0.10524043430497478,0.14200708409085508,0.15695752352949624,0.14496306397254602,0.0703993506888543,0.09734844177142757,0.14816579224280033,0.15138383784580725,0.09199841337060055,0.10043723861080099,0.07860023871641342,0.12469513520860218,0.08224960064624505,0.11626893717587881,0.1139033179608921,0.1322228767103713,0.1578759099638533,0.14514734883750652,0.10625939470915839,0.11333546449076119,0.09889195020652368,0.10583700162621745,0.07530290951217757,0.13496786092260799,0.09211169131390999,0.11011477297307473,0.15534592505979847,0.1068961005455296,0.1627960357618198,0.1624385422990662,0.13152255749230535,0.09474372340539407,0.16205101160218885,0.16306878699048677,0.13742707727536385,0.14350956620928818,0.1345586860331699,0.10871938260758669,0.08670332420971066,0.1487129795806999,0.11476013836021473,0.07350328880980969,0.17004520284810287,0.10002979654444102,0.1254892815146447,0.14540706862267078,0.17236192196178604,0.09862335741152957,0.0982636331215662,0.10347480040511868,0.08418494770823322,0.07310542847940675,0.16501939360960882,0.11792699263466708,0.14980336109650064,0.09239026613808983]"
Adam Henrique,"[0.1472024029504388,0.0991985149945222,0.14413035253306028,0.11625270672890609,0.14303000729855314,0.09814513940075267,0.09904508564089154,0.16182862769244555,0.10528303393431865,0.14199039271912425,0.15688204017414892,0.14493761497182525,0.0704105979529822,0.09737087257444171,0.14821900968519813,0.15131462994494588,0.09191042721355376,0.10057806243393386,0.078588981884532,0.12452862510550704,0.08232157818056897,0.11617192636154014,0.11382117462995531,0.1322712970558704,0.1578535514867616,0.14528495449012543,0.10626523328097513,0.11332896954768895,0.0989280065989654,0.10582042902394241,0.07534124101531382,0.1349907482557207,0.09217702890825294,0.11022256206678215,0.1553697216948908,0.10691725571087206,0.1628487846953597,0.16235468817179374,0.13140721381350468,0.09478067585960864,0.16209177096102564,0.16306472641128783,0.13734257429962077,0.14340898464503365,0.13438985724918973,0.10854025588609557,0.08678148168630423,0.14871211000091789,0.11473155007882603,0.07352316360304696,0.16990629330328835,0.10004052123298421,0.12552098436166162,0.14544316990267503,0.17236984297553967,0.09871357181653871,0.09832405810917133,0.10343621418811023,0.08428822141952762,0.07319623958695286,0.16504520766506173,0.118041193318169,0.14978857369659607,0.09248529429698589]"
Rickard Rakell,"[0.14722735526586542,0.09932073520484488,0.1442111732451473,0.11626702469186836,0.14313299383600298,0.09835683673248337,0.09910353580115683,0.161710114351293,0.10536391763630436,0.14197669692955006,0.15678552984714209,0.14488179535695608,0.07047611804041928,0.0974527831835803,0.14829090218446858,0.15125109788184246,0.09184095620426284,0.10077907465867307,0.07864338450589423,0.12431130620763724,0.08242569031001167,0.11606293074421527,0.11371298157768965,0.1323125012419283,0.15771442555727036,0.1454786293891031,0.10630515506717823,0.11337564033997614,0.09892358907510838,0.1058153113441356,0.07546300004947346,0.13499021733351366,0.09224090123473572,0.11040747826566238,0.15535170862998388,0.10698651814845893,0.16292100122792547,0.16224470128759522,0.131230016467592,0.0948127591667693,0.16206062331095902,0.16303685899581108,0.13729989954478714,0.143217876951537,0.1341774150308487,0.10829268242316596,0.08697067075884618,0.14865463611584387,0.1147299951293797,0.0735766466263542,0.16975739917929714,0.10002196808603382,0.12558166237203083,0.14543409426529583,0.17232203047731942,0.09888389416735645,0.0984195043120622,0.10333932942636515,0.08449129822507062,0.07331426747652593,0.16509463766170554,0.11814976442753897,0.14970474317317237,0.09257568300333777]"
Chris Wagner,"[0.14716931564289223,0.09922042077354702,0.14413378316474018,0.11628110681661934,0.1430287645336363,0.09819548874131662,0.09906792384383602,0.16183060977808794,0.10529826392029223,0.1419863136204276,0.15687988623235186,0.14492479649670026,0.07043395558299148,0.09739778373039208,0.14821712110263188,0.1513229887731148,0.09191491246781196,0.1005959369149639,0.07861307567390663,0.1245129203614496,0.0823372529480568,0.11617532708994154,0.113820951272278,0.13225983301739572,0.15781607117283028,0.14529345560151902,0.10627908107512077,0.11334386706854989,0.09891102937348821,0.10583044351575864,0.0753758321895371,0.13497639974169254,0.09217433514465725,0.11024163351266401,0.15535457419418233,0.10692622385200137,0.16284650838321008,0.16234889687279433,0.1313916214936342,0.09478047246416672,0.16206157822650552,0.16305797373038208,0.13736292320050722,0.14338872142269643,0.13438565873017325,0.10852306894953047,0.0868231752336919,0.1486930615404442,0.11474100102071667,0.0735417794296855,0.1699088729872861,0.10002876766416725,0.1255338922613581,0.14542049008395608,0.17234530534393172,0.09873821415304056,0.0983389526760311,0.10342427226173671,0.08431998352535272,0.07320677020667078,0.16504852831375336,0.11803350056928656,0.14976387198428187,0.09247944633045849]"
Jakob Silfverberg,"[0.14715184309564186,0.0991623685618004,0.14409439114631728,0.11628035006580649,0.14298076139613491,0.09809338709174549,0.09904120712259083,0.1618887592654784,0.1052571404084561,0.1419918976719985,0.15692598315250977,0.14494968914955822,0.07040410275170413,0.09735607523498441,0.1481849259160096,0.15135698200591124,0.09195411967113944,0.10049743614913018,0.07859093279830529,0.12462065024445439,0.08228309858086331,0.11622608885886544,0.11387012333250883,0.13224243780782302,0.1578758137392055,0.14520160689580341,0.10626073792887339,0.11332282423893485,0.09891250998485604,0.10583084746539038,0.07531629270606828,0.13497798372826492,0.0921411448510293,0.11015701698349678,0.1553626719371187,0.10689768393561673,0.16281434967056838,0.1624010713749904,0.1314784988273904,0.09476465188509267,0.16207363709943573,0.16307034712853063,0.13738880016780475,0.14347593591874408,0.13448766211119736,0.10864546860119266,0.08673396681248836,0.1487165075136666,0.1147450202993233,0.07351220940693556,0.1699840227079973,0.10003832911342418,0.1255025089356219,0.1454241968798251,0.1723685910782387,0.09865871526055216,0.09829302064878669,0.10346769512096735,0.08422275299879198,0.07314687852531597,0.16502678519809058,0.11797758565566815,0.14980156982048048,0.09243083721548302]"
Korbinian Holzer,"[0.14697941293095823,0.09921363698561479,0.14408136966292517,0.11640365594527735,0.14291994378355583,0.09828728275120817,0.09912793139971404,0.16196058803658575,0.10530200279072967,0.1419611712952093,0.15695373717258015,0.1448972359911701,0.07050062812381881,0.09746343771318872,0.14814500336655692,0.1514264644160807,0.09200266939229536,0.10054152440563331,0.07868858881448337,0.12460336760510879,0.08233481748801222,0.11628486194797191,0.11391505151205185,0.13214605452518438,0.1577393001040956,0.145171113271658,0.1063249642198258,0.11335661180239787,0.09885525292102838,0.10588145069252032,0.07545445804335849,0.13490629317489466,0.09211870241800736,0.11017224205444495,0.15529707302702794,0.1068861411002505,0.1627610421244706,0.1624226238552575,0.1314730921315163,0.09476527386206623,0.16193054842993423,0.16305031334677003,0.13752045146548877,0.143449199334536,0.1345347144969501,0.10864610947589404,0.08687949788337644,0.1486516502126227,0.11477430626351201,0.0735998440664046,0.1700444817709383,0.09999209138654029,0.12555610750873908,0.1453084996702158,0.17227180441607365,0.0987194625503354,0.09833140929435946,0.10346942152725941,0.08429901392359072,0.07317398733507346,0.16499662358918524,0.11790805621820726,0.14970952282663286,0.09238323042961269]"
