,game_id,firstName,lastName,goals
25937,2019020001,Dylan,DeMelo,0
25101,2019020001,Mark,Borowiecki,0
1233,2019020001,Artem,Anisimov,0
37697,2019020001,Scott,Sabourin,1
7788,2019020001,Morgan,Rielly,0
14073,2019020001,John,Tavares,0
20148,2019020001,Tyler,Ennis,0
7759,2019020001,Martin,Marincin,0
14469,2019020001,Nick,Shore,0
24709,2019020001,Cody,Ceci,0
37755,2019020001,Dmytro,Timashov,0
28705,2019020001,Frederik,Gauthier,1
25154,2019020001,Bobby,Ryan,1
37799,2019020001,Ilya,Mikheyev,1
36458,2019020001,Andreas,Johnsson,0
21853,2019020001,Chris,Tierney,0
37843,2019020001,Trevor,Moore,1
37732,2019020001,Drake,Batherson,0
21428,2019020001,Mitchell,Marner,0
37885,2019020001,Rasmus,Sandin,0
8702,2019020001,Jake,Muzzin,0
3521,2019020001,Tyson,Barrie,0
34687,2019020001,Filip,Chlapik,0
21357,2019020001,Connor,Brown,0
24854,2019020001,Jean-Gabriel,Pageau,0
21066,2019020001,William,Nylander,0
37593,2019020001,Erik,Brannstrom,0
34876,2019020001,Colin,White,0
37624,2019020001,Brady,Tkachuk,1
21224,2019020001,Auston,Matthews,2
21299,2019020001,Nikita,Zaitsev,0
33010,2019020001,Thomas,Chabot,0
10858,2019020001,Alexander,Kerfoot,0
4626,2019020001,Ron,Hainsey,0
26948,2019020001,Kasperi,Kapanen,0
16091,2019020001,Anthony,Duclair,0
32654,2019020002,Colton,Parayko,0
34947,2019020002,Brendan,Leipsic,0
32383,2019020002,Vladimir,Tarasenko,0
32598,2019020002,Jay,Bouwmeester,0
32553,2019020002,Robert,Bortuzzo,0
27096,2019020002,Carl,Hagelin,0
33375,2019020002,Alexander,Steen,0
8001,2019020002,Tyler,Bozak,0
12223,2019020002,David,Perron,0
32492,2019020002,Robby,Fabbri,0
6800,2019020002,Lars,Eller,0
792,2019020002,Richard,Panik,0
16372,2019020002,Radko,Gudas,0
5357,2019020002,Garnet,Hathaway,0
16440,2019020002,Brayden,Schenn,0
30079,2019020002,Nick,Jensen,0
25644,2019020002,T.J.,Oshie,0
36122,2019020002,Sammy,Blais,1
25722,2019020002,Jakub,Vrana,1
14539,2019020002,Nic,Dowd,0
6878,2019020002,Tom,Wilson,0
33303,2019020002,Ivan,Barbashev,0
17037,2019020002,Oskar,Sundqvist,0
2983,2019020002,Ryan,O'Reilly,0
19334,2019020002,Justin,Faulk,0
37992,2019020002,Robert,Thomas,0
37984,2019020002,Martin,Fehervary,0
33222,2019020002,Vince,Dunn,0
6503,2019020002,Dmitry,Orlov,1
37913,2019020002,Jonas,Siegenthaler,0
6580,2019020002,Nicklas,Backstrom,0
32303,2019020002,Alex,Pietrangelo,1
6646,2019020002,John,Carlson,0
32181,2019020002,Jaden,Schwartz,0
6283,2019020002,Alex,Ovechkin,1
25559,2019020002,Chandler,Stephenson,0
9436,2019020003,Bo,Horvat,0
19054,2019020003,Ethan,Bear,0
18936,2019020003,Connor,McDavid,1
9354,2019020003,Brock,Boeser,0
11222,2019020003,Jujhar,Khaira,0
27862,2019020003,Tim,Schaller,0
9228,2019020003,Alexander,Edler,1
9615,2019020003,Markus,Granlund,0
9649,2019020003,Brandon,Sutter,0
26715,2019020003,Christopher,Tanev,0
18774,2019020003,Kris,Russell,0
18838,2019020003,Adam,Larsson,0
18889,2019020003,Matt,Benning,0
26801,2019020003,Troy,Stecher,0
24414,2019020003,Jordie,Benn,0
36502,2019020003,Colby,Cave,0
11290,2019020003,Leon,Draisaitl,1
38299,2019020003,Joakim,Nygard,0
23498,2019020003,James,Neal,0
38240,2019020003,Gaetan,Haas,0
5341,2019020003,Micheal,Ferland,0
38153,2019020003,Elias,Pettersson,0
22514,2019020003,Loui,Eriksson,0
25380,2019020003,Zack,Kassian,1
38066,2019020003,Quinn,Hughes,0
9029,2019020003,Jake,Virtanen,0
17461,2019020003,Alex,Chiasson,0
17146,2019020003,Josh,Archibald,0
11367,2019020003,Darnell,Nurse,0
17791,2019020003,J.T.,Miller,0
21607,2019020003,Josh,Leivo,0
3967,2019020003,Tyler,Myers,0
11442,2019020003,Ryan,Nugent-Hopkins,0
7054,2019020003,Jay,Beagle,0
11591,2019020003,Oscar,Klefbom,0
8616,2019020003,Tanner,Pearson,1
24943,2019020004,Mark,Stone,1
30661,2019020004,Timo,Meier,0
38397,2019020004,Lukas,Radil,0
38411,2019020004,Lean,Bergmann,0
38423,2019020004,Cody,Glass,1
3225,2019020004,Nick,Holden,0
38336,2019020004,Mario,Ferraro,0
32091,2019020004,Ryan,Reaves,0
35099,2019020004,Barclay,Goodrow,0
31687,2019020004,Jonathan,Marchessault,0
17355,2019020004,Deryk,Engelland,0
26472,2019020004,Reilly,Smith,2
32002,2019020004,Paul,Stastny,0
30545,2019020004,Tim,Heed,0
38332,2019020004,Danil,Yurtaykin,0
35756,2019020004,William,Carrier,0
20803,2019020004,William,Karlsson,0
20734,2019020004,Dalton,Prout,0
22162,2019020004,Melker,Karlsson,0
22297,2019020004,Brenden,Dillon,0
23111,2019020004,Brandon,Pirri,0
21713,2019020004,Brent,Burns,0
34269,2019020004,Tomas,Nosek,0
22374,2019020004,Kevin,Labanc,0
21643,2019020004,Joe,Thornton,0
8525,2019020004,Brayden,McNabb,0
22245,2019020004,Logan,Couture,0
22444,2019020004,Tomas,Hertl,0
19808,2019020004,Jon,Merrill,0
7592,2019020004,Max,Pacioretty,0
19412,2019020004,Valentin,Zykov,0
6721,2019020004,Nate,Schmidt,0
34457,2019020004,Shea,Theodore,0
22018,2019020004,Marcus,Sorensen,1
36689,2019020004,Dylan,Gambrell,0
21783,2019020004,Marc-Edouard,Vlasic,0
17963,2019020005,Braydon,Coburn,0
28208,2019020005,Mike,Matheson,0
28135,2019020005,Evgenii,Dadonov,0
28564,2019020005,Frank,Vatrano,0
31846,2019020005,Patrick,Maroon,1
26397,2019020005,Jonathan,Huberdeau,0
26327,2019020005,Vincent,Trocheck,1
17623,2019020005,Anton,Stralman,0
28338,2019020005,Colton,Sceviour,0
25028,2019020005,Mike,Hoffman,1
17530,2019020005,Anthony,Cirelli,0
28409,2019020005,Denis,Malgin,0
28515,2019020005,MacKenzie,Weegar,0
26243,2019020005,Aaron,Ekblad,0
29474,2019020005,Ryan,McDonagh,0
13213,2019020005,Gemel,Smith,0
6954,2019020005,Brett,Connolly,0
17696,2019020005,Yanni,Gourde,0
28635,2019020005,Aleksander,Barkov,0
22804,2019020005,Noel,Acciari,0
23327,2019020005,Ondrej,Palat,1
23197,2019020005,Nikita,Kucherov,1
36020,2019020005,Dryden,Hunt,0
38462,2019020005,Josh,Brown,0
38520,2019020005,Carter,Verhaeghe,0
38580,2019020005,Erik,Cernak,1
38672,2019020005,Mathieu,Joseph,0
18395,2019020005,Mikhail,Sergachev,0
32397,2019020005,Kevin,Shattenkirk,1
36787,2019020005,Henrik,Borgstrom,0
18006,2019020005,Alex,Killorn,0
18337,2019020005,Steven,Stamkos,0
35247,2019020005,Luke,Witkowski,0
18244,2019020005,Victor,Hedman,0
28062,2019020005,Keith,Yandle,0
18098,2019020005,Tyler,Johnson,0
38865,2019020006,Brett,Howden,1
34198,2019020006,Brendan,Smith,1
23629,2019020006,Anthony,Bitetto,0
31168,2019020006,Brady,Skjei,0
23421,2019020006,Vladislav,Namestnikov,0
31247,2019020006,Pavel,Buchnevich,0
16159,2019020006,Tony,DeAngelo,0
31318,2019020006,Neal,Pionk,0
38756,2019020006,Ville,Heinola,0
31151,2019020006,Lias,Andersson,0
13782,2019020006,Ryan,Strome,0
31457,2019020006,Mika,Zibanejad,1
38709,2019020006,Mason,Appleton,0
35282,2019020006,Tucker,Poolman,0
4266,2019020006,Adam,Lowry,0
38938,2019020006,Kaapo,Kakko,0
29639,2019020006,Chris,Kreider,0
38792,2019020006,Adam,Fox,0
38764,2019020006,Libor,Hajek,0
37221,2019020006,Brendan,Lemieux,0
3813,2019020006,Blake,Wheeler,2
1282,2019020006,Artemi,Panarin,1
3760,2019020006,Mathieu,Perreault,0
34548,2019020006,Jack,Roslovic,0
4045,2019020006,Jacob,Trouba,1
12384,2019020006,Patrik,Laine,0
11153,2019020006,Mark,Letestu,0
12453,2019020006,Josh,Morrissey,0
4118,2019020006,Nikolaj,Ehlers,0
12522,2019020006,Dmitry,Kulikov,0
29333,2019020006,Marc,Staal,1
12577,2019020006,Kyle,Connor,1
3888,2019020006,Andrew,Copp,0
4193,2019020006,Mark,Scheifele,1
10803,2019020006,Gabriel,Bourque,0
29388,2019020006,Jesper,Fast,0
2590,2019020007,Kyle,Okposo,0
2780,2019020007,Rasmus,Ristolainen,0
31393,2019020007,Jimmy,Vesey,0
11160,2019020007,Justin,Schultz,0
9564,2019020007,Erik,Gudbranson,0
2711,2019020007,Zemgus,Girgensons,0
2642,2019020007,Sam,Reinhart,0
33925,2019020007,Dominik,Simon,0
9975,2019020007,Jack,Johnson,0
24561,2019020007,Alex,Galchenyuk,0
39262,2019020007,Dominik,Kahun,0
2524,2019020007,Jake,McCabe,0
33989,2019020007,Zach,Aston-Reese,0
4942,2019020007,Jeff,Skinner,0
39189,2019020007,Teddy,Blueger,0
11881,2019020007,Brian,Dumoulin,0
6223,2019020007,Marcus,Johansson,0
17103,2019020007,Jake,Guentzel,0
39120,2019020007,Henri,Jokiharju,0
26314,2019020007,Nick,Bjugstad,0
34344,2019020007,Colin,Miller,0
16970,2019020007,Conor,Sheary,2
39061,2019020007,Rasmus,Dahlin,1
11815,2019020007,Kris,Letang,0
12652,2019020007,Brandon,Tanev,0
39007,2019020007,Victor,Olofsson,0
33434,2019020007,Vladimir,Sobotka,0
2453,2019020007,Marco,Scandella,0
11913,2019020007,Sidney,Crosby,0
11958,2019020007,Patric,Hornqvist,0
26100,2019020007,Marcus,Pettersson,0
28269,2019020007,Jared,McCann,0
12164,2019020007,Evgeni,Malkin,1
37330,2019020007,Casey,Mittelstadt,0
2849,2019020007,Jack,Eichel,0
31042,2019020007,Johan,Larsson,0
23290,2019020008,Jonathan,Drouin,0
37089,2019020008,Martin,Necas,1
24465,2019020008,Brendan,Gallagher,0
36232,2019020008,Lucas,Wallmark,1
36046,2019020008,Warren,Foegele,0
19258,2019020008,Sebastian,Aho,0
25178,2019020008,Ryan,Dzingel,0
19129,2019020008,Brock,McGinn,0
25498,2019020008,Victor,Mete,0
19205,2019020008,Haydn,Fleury,0
28957,2019020008,Erik,Haula,1
30467,2019020008,Tomas,Tatar,1
19478,2019020008,Teuvo,Teravainen,0
4527,2019020008,Jordan,Staal,0
6050,2019020008,Dougie,Hamilton,0
39318,2019020008,Jesperi,Kotkaniemi,1
33450,2019020008,Joel,Edmundson,0
39445,2019020008,Cale,Fleury,0
8076,2019020008,Jake,Gardiner,0
39486,2019020008,Andrei,Svechnikov,0
26000,2019020008,Brett,Kulak,0
7512,2019020008,Artturi,Lehkonen,0
32921,2019020008,Nate,Thompson,0
4319,2019020008,Joel,Armia,0
4387,2019020008,Ben,Chiarot,0
39364,2019020008,Nick,Suzuki,0
7435,2019020008,Shea,Weber,0
15215,2019020008,Max,Domi,0
7267,2019020008,Phillip,Danault,0
7228,2019020008,Paul,Byron,0
4690,2019020008,Jaccob,Slavin,0
15443,2019020008,Jordan,Martinook,0
4881,2019020008,Brett,Pesce,0
27022,2019020008,Nino,Niederreiter,0
28823,2019020008,Jordan,Weal,1
7126,2019020008,Jeff,Petry,0
27628,2019020009,Ryan,Ellis,1
34623,2019020009,Ryan,Donato,0
23962,2019020009,Viktor,Arvidsson,1
36562,2019020009,Nick,Seeler,0
27443,2019020009,Ryan,Johansen,0
27515,2019020009,Yannick,Weber,0
39560,2019020009,Dante,Fabbro,0
27386,2019020009,Austin,Watson,1
19879,2019020009,Jared,Spurgeon,0
27318,2019020009,Kevin,Fiala,0
31773,2019020009,Zach,Parise,0
12093,2019020009,Nick,Bonino,0
23748,2019020009,Craig,Smith,0
3383,2019020009,Matt,Duchene,0
23821,2019020009,Filip,Forsberg,1
23557,2019020009,Mattias,Ekholm,0
4767,2019020009,Eric,Staal,0
20623,2019020009,Mikko,Koivu,0
20557,2019020009,Joel,Eriksson Ek,0
20484,2019020009,Jonas,Brodin,0
16520,2019020009,Ryan,Hartman,0
29706,2019020009,Mats,Zuccarello,0
36618,2019020009,Jordan,Greenway,0
31580,2019020009,Colton,Sissons,0
23680,2019020009,Calle,Jarnkrok,0
25317,2019020009,Brad,Hunt,0
19945,2019020009,Ryan,Suter,0
26173,2019020009,Rocco,Grimaldi,0
20421,2019020009,Marcus,Foligno,0
13521,2019020009,Dan,Hamhuis,0
20294,2019020009,Luke,Kunin,0
23888,2019020009,Roman,Josi,0
20017,2019020009,Mikael,Granlund,1
25251,2019020009,Kyle,Turris,0
20221,2019020009,Matt,Dumba,1
20084,2019020009,Jason,Zucker,1
27681,2019020010,Matt,Grzelcyk,0
36427,2019020010,Justin,Dowling,0
7895,2019020010,Roman,Polak,0
27761,2019020010,Sean,Kuraly,0
7348,2019020010,Alexander,Radulov,0
27995,2019020010,Danton,Heinen,1
21924,2019020010,Joe,Pavelski,0
1705,2019020010,Andrew,Cogliano,0
39743,2019020010,Roope,Hintz,1
18583,2019020010,Brett,Ritchie,1
28874,2019020010,Charlie,Coyle,0
35008,2019020010,Denis,Gurianov,0
13429,2019020010,Jason,Dickinson,0
13312,2019020010,Jamie,Oleksiak,0
13216,2019020010,Tyler,Seguin,0
23030,2019020010,Zdeno,Chara,0
13105,2019020010,Mattias,Janmark,0
22956,2019020010,Torey,Krug,0
30846,2019020010,Jake,DeBrusk,0
13009,2019020010,Jamie,Benn,0
12913,2019020010,Esa,Lindell,0
18610,2019020010,Radek,Faksa,0
12782,2019020010,John,Klingberg,0
30766,2019020010,Charlie,McAvoy,0
39628,2019020010,Par,Lindholm,0
22874,2019020010,David,Pastrnak,0
27840,2019020010,David,Backes,0
39704,2019020010,Connor,Clifton,0
22647,2019020010,Brad,Marchand,0
27915,2019020010,Brandon,Carlo,0
39828,2019020010,Miro,Heiskanen,0
11731,2019020010,Andrej,Sekera,0
22573,2019020010,Patrice,Bergeron,0
3305,2019020010,Blake,Comeau,0
39674,2019020010,Karson,Kuhlman,0
2193,2019020010,Chris,Wagner,0
5970,2019020011,Sean,Monahan,1
5075,2019020011,Noah,Hanifin,0
5155,2019020011,Elias,Lindholm,0
5235,2019020011,Mark,Giordano,1
32780,2019020011,Valeri,Nichushkin,0
8880,2019020011,Milan,Lucic,0
5672,2019020011,Mark,Jankowski,0
5893,2019020011,Matthew,Tkachuk,0
5431,2019020011,Sam,Bennett,0
5548,2019020011,Travis,Hamonic,0
29255,2019020011,Andrew,Mangiapane,0
5733,2019020011,Mikael,Backlund,0
8150,2019020011,Nazem,Kadri,0
5598,2019020011,TJ,Brodie,0
6430,2019020011,Andre,Burakovsky,0
5813,2019020011,Johnny,Gaudreau,1
19554,2019020011,Derek,Ryan,0
10719,2019020011,Matt,Nieto,0
40007,2019020011,Conor,Timmins,0
40011,2019020011,Cale,Makar,0
37491,2019020011,Oliver,Kylington,0
3675,2019020011,Nathan,MacKinnon,0
11074,2019020011,Tyson,Jost,0
337,2019020011,Pierre-Edouard,Bellemare,0
11013,2019020011,Mikko,Rantanen,2
3157,2019020011,Erik,Johnson,0
10928,2019020011,Samuel,Girard,0
17404,2019020011,Michael,Frolik,0
35554,2019020011,Rasmus,Andersson,0
3453,2019020011,Gabriel,Landeskog,0
39923,2019020011,Ryan,Graves,0
10567,2019020011,Nikita,Zadorov,0
10289,2019020011,Matt,Calvert,0
26594,2019020011,J.T.,Compher,1
29846,2019020011,Austin,Czarnik,0
25863,2019020011,Joonas,Donskoi,2
2387,2019020012,Ondrej,Kase,0
15771,2019020012,Christian,Fischer,0
15699,2019020012,Jakob,Chychrun,0
2272,2019020012,Jakob,Silfverberg,0
15620,2019020012,Alex,Goligoski,0
15496,2019020012,Jason,Demers,0
16230,2019020012,Lawson,Crouse,0
12014,2019020012,Phil,Kessel,0
15364,2019020012,Christian,Dvorak,0
15296,2019020012,Brad,Richardson,0
15072,2019020012,Derek,Stepan,1
1527,2019020012,Ryan,Getzlaf,0
2338,2019020012,Korbinian,Holzer,0
1088,2019020012,Vinnie,Hinostroza,0
12866,2019020012,Devin,Shore,0
1468,2019020012,Cam,Fowler,1
17284,2019020012,Carter,Rowney,0
1163,2019020012,Nick,Schmaltz,0
3596,2019020012,Carl,Soderberg,0
40083,2019020012,Conor,Garland,0
36301,2019020012,Jacob,Larsson,0
1880,2019020012,Derek,Grant,1
35699,2019020012,Troy,Terry,0
724,2019020012,Niklas,Hjalmarsson,0
37009,2019020012,Brendan,Guhle,0
1951,2019020012,Nick,Ritchie,0
31935,2019020012,Jordan,Oesterle,0
2007,2019020012,Josh,Manson,0
15915,2019020012,Oliver,Ekman-Larsson,0
15836,2019020012,Clayton,Keller,0
7840,2019020012,Michael,Grabner,0
40218,2019020012,Sam,Steel,0
40159,2019020012,Max,Jones,0
1650,2019020012,Hampus,Lindholm,0
2128,2019020012,Rickard,Rakell,0
2057,2019020012,Adam,Henrique,0
24083,2019020013,Miles,Wood,0
24023,2019020013,Jesper,Bratt,0
35283,2019020013,Tucker,Poolman,0
27560,2019020013,P.K.,Subban,0
24222,2019020013,Blake,Coleman,2
656,2019020013,Wayne,Simmonds,0
34549,2019020013,Jack,Roslovic,1
24355,2019020013,Nico,Hischier,0
24166,2019020013,Will,Butcher,0
16593,2019020013,Damon,Severson,0
12523,2019020013,Dmitry,Kulikov,1
11154,2019020013,Mark,Letestu,0
30992,2019020013,Mirco,Mueller,0
11657,2019020013,Taylor,Hall,0
12385,2019020013,Patrik,Laine,0
16880,2019020013,Kyle,Palmieri,0
16815,2019020013,Pavel,Zacha,0
40421,2019020013,Jack,Hughes,0
16731,2019020013,Andy,Greene,0
12454,2019020013,Josh,Morrissey,0
31319,2019020013,Neal,Pionk,1
23630,2019020013,Anthony,Bitetto,0
12578,2019020013,Kyle,Connor,0
38710,2019020013,Mason,Appleton,0
38757,2019020013,Ville,Heinola,0
16662,2019020013,Travis,Zajac,0
40482,2019020013,Nikita,Gusev,1
10804,2019020013,Gabriel,Bourque,0
3761,2019020013,Mathieu,Perreault,1
36174,2019020013,John,Hayden,0
3814,2019020013,Blake,Wheeler,0
3889,2019020013,Andrew,Copp,0
4119,2019020013,Nikolaj,Ehlers,0
4267,2019020013,Adam,Lowry,0
9710,2019020013,Sami,Vatanen,1
4194,2019020013,Mark,Scheifele,0
40548,2019020014,Devon,Toews,1
14141,2019020014,Josh,Bailey,0
5358,2019020014,Garnet,Hathaway,0
13945,2019020014,Brock,Nelson,0
13855,2019020014,Anders,Lee,0
13703,2019020014,Johnny,Boychuk,0
13644,2019020014,Adam,Pelech,0
6284,2019020014,Alex,Ovechkin,0
6581,2019020014,Nicklas,Backstrom,0
34948,2019020014,Brendan,Leipsic,0
6647,2019020014,John,Carlson,0
6801,2019020014,Lars,Eller,0
6879,2019020014,Tom,Wilson,0
7936,2019020014,Leo,Komarov,0
11511,2019020014,Jordan,Eberle,0
14231,2019020014,Anthony,Beauvillier,0
27097,2019020014,Carl,Hagelin,0
34082,2019020014,Michael,Dal Colle,0
793,2019020014,Richard,Panik,0
6504,2019020014,Dmitry,Orlov,0
14321,2019020014,Casey,Cizikas,0
30080,2019020014,Nick,Jensen,0
20989,2019020014,Matt,Martin,0
25723,2019020014,Jakub,Vrana,1
37914,2019020014,Jonas,Siegenthaler,0
14540,2019020014,Nic,Dowd,0
14387,2019020014,Nick,Leddy,0
25645,2019020014,T.J.,Oshie,1
14707,2019020014,Ryan,Pulock,0
14797,2019020014,Scott,Mayfield,0
14886,2019020014,Cal,Clutterbuck,0
37985,2019020014,Martin,Fehervary,0
14981,2019020014,Mathew,Barzal,0
25560,2019020014,Chandler,Stephenson,0
24770,2019020014,Derick,Brassard,0
16373,2019020014,Radko,Gudas,0
9935,2019020015,Scott,Harrington,0
10105,2019020015,Josh,Anderson,0
9858,2019020015,Nick,Foligno,0
10131,2019020015,Boone,Jenner,0
24710,2019020015,Cody,Ceci,1
10046,2019020015,Oliver,Bjorkstrand,0
40638,2019020015,Alexandre,Texier,0
9819,2019020015,Markus,Nutivaara,0
20953,2019020015,Ryan,Murray,0
21067,2019020015,William,Nylander,0
40684,2019020015,Emil,Bemstrom,0
40745,2019020015,Jakob,Lilja,0
8703,2019020015,Jake,Muzzin,0
29928,2019020015,Gustav,Nyquist,0
20736,2019020015,Alexander,Wennberg,0
37382,2019020015,Justin,Holl,0
21225,2019020015,Auston,Matthews,1
10414,2019020015,Pierre-Luc,Dubois,0
21429,2019020015,Mitchell,Marner,2
5001,2019020015,Riley,Nash,0
14074,2019020015,John,Tavares,0
13581,2019020015,Jason,Spezza,0
16075,2019020015,Nic,Petan,0
37886,2019020015,Rasmus,Sandin,0
10211,2019020015,David,Savard,0
37844,2019020015,Trevor,Moore,0
26949,2019020015,Kasperi,Kapanen,0
10859,2019020015,Alexander,Kerfoot,0
10494,2019020015,Zach,Werenski,0
28706,2019020015,Frederik,Gauthier,0
37800,2019020015,Ilya,Mikheyev,0
20682,2019020015,Cam,Atkinson,1
10347,2019020015,Seth,Jones,0
3522,2019020015,Tyson,Barrie,0
36459,2019020015,Andreas,Johnsson,0
7789,2019020015,Morgan,Rielly,0
20886,2019020016,Brandon,Saad,0
589,2019020016,Michael,Raffl,1
22084,2019020016,Justin,Braun,0
6140,2019020016,Matt,Niskanen,0
35634,2019020016,Robert,Hagg,0
35196,2019020016,Slater,Koekkoek,0
36914,2019020016,Alexander,Nylander,1
19734,2019020016,Olli,Maatta,0
19006,2019020016,Drake,Caggiula,0
24683,2019020016,Andrew,Shaw,0
760,2019020016,Brent,Seabrook,0
40396,2019020016,Connor,Bunnaman,0
40381,2019020016,Carsen,Twarynski,0
18695,2019020016,Tyler,Pitlick,0
859,2019020016,Jonathan,Toews,0
40304,2019020016,Dominik,Kubalik,0
40283,2019020016,Dennis,Gilbert,0
35406,2019020016,Dylan,Strome,0
938,2019020016,Duncan,Keith,0
1008,2019020016,Patrick,Kane,1
7681,2019020016,James,van Riemsdyk,0
29025,2019020016,Scott,Laughton,0
0,2019020016,Shayne,Gostisbehere,0
33636,2019020016,Alex,DeBrincat,1
33089,2019020016,Travis,Sanheim,0
30583,2019020016,Ryan,Carpenter,0
421,2019020016,Jakub,Voracek,0
33803,2019020016,Zack,Smith,0
33174,2019020016,Oskar,Lindblom,1
505,2019020016,Sean,Couturier,0
160,2019020016,Travis,Konecny,2
243,2019020016,Ivan,Provorov,0
29546,2019020016,Kevin,Hayes,0
33724,2019020016,David,Kampf,0
33560,2019020016,Erik,Gustafsson,0
75,2019020016,Claude,Giroux,0
30662,2019020017,Timo,Meier,0
38337,2019020017,Mario,Ferraro,0
23112,2019020017,Brandon,Pirri,0
38424,2019020017,Cody,Glass,0
31688,2019020017,Jonathan,Marchessault,1
40820,2019020017,Jacob,Middleton,0
22445,2019020017,Tomas,Hertl,0
38412,2019020017,Lean,Bergmann,0
3226,2019020017,Nick,Holden,0
38398,2019020017,Lukas,Radil,0
22375,2019020017,Kevin,Labanc,0
21714,2019020017,Brent,Burns,0
22163,2019020017,Melker,Karlsson,0
22246,2019020017,Logan,Couture,0
35100,2019020017,Barclay,Goodrow,1
34270,2019020017,Tomas,Nosek,2
20804,2019020017,William,Karlsson,0
24944,2019020017,Mark,Stone,0
7593,2019020017,Max,Pacioretty,0
38333,2019020017,Danil,Yurtaykin,0
22298,2019020017,Brenden,Dillon,0
35757,2019020017,William,Carrier,1
19413,2019020017,Valentin,Zykov,0
34458,2019020017,Shea,Theodore,0
28767,2019020017,Erik,Karlsson,0
19809,2019020017,Jon,Merrill,0
32092,2019020017,Ryan,Reaves,0
22019,2019020017,Marcus,Sorensen,0
21644,2019020017,Joe,Thornton,0
40782,2019020017,Nicolas,Hague,0
21784,2019020017,Marc-Edouard,Vlasic,0
17356,2019020017,Deryk,Engelland,0
36690,2019020017,Dylan,Gambrell,0
32003,2019020017,Paul,Stastny,0
8526,2019020017,Brayden,McNabb,1
26473,2019020017,Reilly,Smith,0
16881,2019020018,Kyle,Palmieri,1
33435,2019020018,Vladimir,Sobotka,0
34345,2019020018,Colin,Miller,0
40483,2019020018,Nikita,Gusev,0
2525,2019020018,Jake,McCabe,0
16594,2019020018,Damon,Severson,0
39008,2019020018,Victor,Olofsson,2
16816,2019020018,Pavel,Zacha,0
11658,2019020018,Taylor,Hall,0
24356,2019020018,Nico,Hischier,0
2591,2019020018,Kyle,Okposo,1
657,2019020018,Wayne,Simmonds,0
6224,2019020018,Marcus,Johansson,0
30993,2019020018,Mirco,Mueller,0
24223,2019020018,Blake,Coleman,0
2712,2019020018,Zemgus,Girgensons,0
2781,2019020018,Rasmus,Ristolainen,0
27561,2019020018,P.K.,Subban,0
24024,2019020018,Jesper,Bratt,0
2850,2019020018,Jack,Eichel,1
24084,2019020018,Miles,Wood,0
16732,2019020018,Andy,Greene,0
31043,2019020018,Johan,Larsson,0
9711,2019020018,Sami,Vatanen,0
31394,2019020018,Jimmy,Vesey,0
40422,2019020018,Jack,Hughes,0
24167,2019020018,Will,Butcher,0
37331,2019020018,Casey,Mittelstadt,0
16663,2019020018,Travis,Zajac,1
4943,2019020018,Jeff,Skinner,1
39062,2019020018,Rasmus,Dahlin,0
40830,2019020018,Jesper,Boqvist,0
39121,2019020018,Henri,Jokiharju,0
2454,2019020018,Marco,Scandella,0
16971,2019020018,Conor,Sheary,0
2643,2019020018,Sam,Reinhart,2
7436,2019020019,Shea,Weber,0
37887,2019020019,Rasmus,Sandin,0
7127,2019020019,Jeff,Petry,1
7513,2019020019,Artturi,Lehkonen,0
36460,2019020019,Andreas,Johnsson,0
23291,2019020019,Jonathan,Drouin,1
39446,2019020019,Cale,Fleury,0
14075,2019020019,John,Tavares,0
4320,2019020019,Joel,Armia,0
4388,2019020019,Ben,Chiarot,0
26001,2019020019,Brett,Kulak,0
14470,2019020019,Nick,Shore,0
37845,2019020019,Trevor,Moore,1
25499,2019020019,Victor,Mete,0
21430,2019020019,Mitchell,Marner,0
28824,2019020019,Jordan,Weal,0
21068,2019020019,William,Nylander,1
24711,2019020019,Cody,Ceci,0
15216,2019020019,Max,Domi,1
39319,2019020019,Jesperi,Kotkaniemi,0
7790,2019020019,Morgan,Rielly,0
28707,2019020019,Frederik,Gauthier,0
3523,2019020019,Tyson,Barrie,0
10860,2019020019,Alexander,Kerfoot,1
8704,2019020019,Jake,Muzzin,0
7760,2019020019,Martin,Marincin,0
7268,2019020019,Phillip,Danault,1
37756,2019020019,Dmytro,Timashov,0
21226,2019020019,Auston,Matthews,2
30468,2019020019,Tomas,Tatar,0
39365,2019020019,Nick,Suzuki,0
7229,2019020019,Paul,Byron,0
26950,2019020019,Kasperi,Kapanen,0
32922,2019020019,Nate,Thompson,0
24466,2019020019,Brendan,Gallagher,1
37801,2019020019,Ilya,Mikheyev,0
37733,2019020020,Drake,Batherson,0
37222,2019020020,Brendan,Lemieux,0
33011,2019020020,Thomas,Chabot,0
25155,2019020020,Bobby,Ryan,0
25938,2019020020,Dylan,DeMelo,0
22494,2019020020,Mikkel,Boedker,0
34877,2019020020,Colin,White,0
13783,2019020020,Ryan,Strome,0
31248,2019020020,Pavel,Buchnevich,0
37625,2019020020,Brady,Tkachuk,1
23422,2019020020,Vladislav,Namestnikov,0
25102,2019020020,Mark,Borowiecki,0
4627,2019020020,Ron,Hainsey,0
38939,2019020020,Kaapo,Kakko,0
21854,2019020020,Chris,Tierney,0
31169,2019020020,Brady,Skjei,0
31458,2019020020,Mika,Zibanejad,3
29389,2019020020,Jesper,Fast,0
38765,2019020020,Libor,Hajek,0
21358,2019020020,Connor,Brown,0
